photo_id,iiif_manifest_emanuscripta,iiif_image_emanuscripta
image_0961,https://www.e-manuscripta.ch/i3f/v20/1982503/manifest,https://www.e-manuscripta.ch/i3f/v21/1982504/full/304/0/default.jpg
image_0962,https://www.e-manuscripta.ch/i3f/v20/1982507/manifest,https://www.e-manuscripta.ch/i3f/v21/1982508/full/304/0/default.jpg
image_0963,https://www.e-manuscripta.ch/i3f/v20/1982512/manifest,https://www.e-manuscripta.ch/i3f/v21/1982513/full/304/0/default.jpg
image_0964,https://www.e-manuscripta.ch/i3f/v20/1982517/manifest,https://www.e-manuscripta.ch/i3f/v21/1982518/full/304/0/default.jpg
image_0965,https://www.e-manuscripta.ch/i3f/v20/1982521/manifest,https://www.e-manuscripta.ch/i3f/v21/1982522/full/304/0/default.jpg
image_0966,,
image_0967,,
image_0968,,
image_0969,,
image_0970,,
image_0971,,
image_0972,,
image_0973,,
image_0974,https://www.e-manuscripta.ch/i3f/v20/1982526/manifest,https://www.e-manuscripta.ch/i3f/v21/1982527/full/304/0/default.jpg
image_0975,https://www.e-manuscripta.ch/i3f/v20/1982530/manifest,https://www.e-manuscripta.ch/i3f/v21/1982531/full/304/0/default.jpg
image_0976,https://www.e-manuscripta.ch/i3f/v20/1982565/manifest,https://www.e-manuscripta.ch/i3f/v21/1982566/full/304/0/default.jpg
image_0977,https://www.e-manuscripta.ch/i3f/v20/1982534/manifest,https://www.e-manuscripta.ch/i3f/v21/1982535/full/304/0/default.jpg
image_0978,https://www.e-manuscripta.ch/i3f/v20/1982539/manifest,https://www.e-manuscripta.ch/i3f/v21/1982540/full/304/0/default.jpg
image_0979,https://www.e-manuscripta.ch/i3f/v20/1982543/manifest,https://www.e-manuscripta.ch/i3f/v21/1982544/full/304/0/default.jpg
image_0980,https://www.e-manuscripta.ch/i3f/v20/1982547/manifest,https://www.e-manuscripta.ch/i3f/v21/1982548/full/304/0/default.jpg
image_0981,https://www.e-manuscripta.ch/i3f/v20/1982552/manifest,https://www.e-manuscripta.ch/i3f/v21/1982553/full/304/0/default.jpg
image_0982,https://www.e-manuscripta.ch/i3f/v20/1982556/manifest,https://www.e-manuscripta.ch/i3f/v21/1982557/full/304/0/default.jpg
image_0983,https://www.e-manuscripta.ch/i3f/v20/1982560/manifest,https://www.e-manuscripta.ch/i3f/v21/1982561/full/304/0/default.jpg
image_0984,https://www.e-manuscripta.ch/i3f/v20/1982570/manifest,https://www.e-manuscripta.ch/i3f/v21/1982571/full/304/0/default.jpg
image_0985,https://www.e-manuscripta.ch/i3f/v20/1982574/manifest,https://www.e-manuscripta.ch/i3f/v21/1982575/full/304/0/default.jpg
image_0986,https://www.e-manuscripta.ch/i3f/v20/1982579/manifest,https://www.e-manuscripta.ch/i3f/v21/1982580/full/304/0/default.jpg
image_0987,https://www.e-manuscripta.ch/i3f/v20/1982583/manifest,https://www.e-manuscripta.ch/i3f/v21/1982584/full/304/0/default.jpg
image_0988,https://www.e-manuscripta.ch/i3f/v20/1982588/manifest,https://www.e-manuscripta.ch/i3f/v21/1982589/full/304/0/default.jpg
image_0989,https://www.e-manuscripta.ch/i3f/v20/1982593/manifest,https://www.e-manuscripta.ch/i3f/v21/1982594/full/304/0/default.jpg
image_0990,https://www.e-manuscripta.ch/i3f/v20/1982597/manifest,https://www.e-manuscripta.ch/i3f/v21/1982598/full/304/0/default.jpg
image_0991,,
image_0992,https://www.e-manuscripta.ch/i3f/v20/1982602/manifest,https://www.e-manuscripta.ch/i3f/v21/1982603/full/304/0/default.jpg
image_0993,https://www.e-manuscripta.ch/i3f/v20/1982606/manifest,https://www.e-manuscripta.ch/i3f/v21/1982607/full/304/0/default.jpg
image_0994,https://www.e-manuscripta.ch/i3f/v20/1982611/manifest,https://www.e-manuscripta.ch/i3f/v21/1982612/full/304/0/default.jpg
image_0995,https://www.e-manuscripta.ch/i3f/v20/1982615/manifest,https://www.e-manuscripta.ch/i3f/v21/1982616/full/304/0/default.jpg
image_0996,https://www.e-manuscripta.ch/i3f/v20/1982619/manifest,https://www.e-manuscripta.ch/i3f/v21/1982620/full/304/0/default.jpg
image_0997,https://www.e-manuscripta.ch/i3f/v20/1982624/manifest,https://www.e-manuscripta.ch/i3f/v21/1982625/full/304/0/default.jpg
image_0998,,
image_0999,https://www.e-manuscripta.ch/i3f/v20/1982628/manifest,https://www.e-manuscripta.ch/i3f/v21/1982629/full/304/0/default.jpg
image_1000,https://www.e-manuscripta.ch/i3f/v20/1982632/manifest,https://www.e-manuscripta.ch/i3f/v21/1982633/full/304/0/default.jpg
image_1001,https://www.e-manuscripta.ch/i3f/v20/1982637/manifest,https://www.e-manuscripta.ch/i3f/v21/1982638/full/304/0/default.jpg
image_1002,https://www.e-manuscripta.ch/i3f/v20/1982642/manifest,https://www.e-manuscripta.ch/i3f/v21/1982643/full/304/0/default.jpg
image_1003,https://www.e-manuscripta.ch/i3f/v20/1982647/manifest,https://www.e-manuscripta.ch/i3f/v21/1982648/full/304/0/default.jpg
image_1004,https://www.e-manuscripta.ch/i3f/v20/1982651/manifest,https://www.e-manuscripta.ch/i3f/v21/1982652/full/304/0/default.jpg
image_1005,,
image_1006,,
image_1007,https://www.e-manuscripta.ch/i3f/v20/1982655/manifest,https://www.e-manuscripta.ch/i3f/v21/1982656/full/304/0/default.jpg
image_1008,https://www.e-manuscripta.ch/i3f/v20/1982660/manifest,https://www.e-manuscripta.ch/i3f/v21/1982661/full/304/0/default.jpg
image_1009,,
image_1010,https://www.e-manuscripta.ch/i3f/v20/1982664/manifest,https://www.e-manuscripta.ch/i3f/v21/1982665/full/304/0/default.jpg
image_1011,https://www.e-manuscripta.ch/i3f/v20/1982669/manifest,https://www.e-manuscripta.ch/i3f/v21/1982670/full/304/0/default.jpg
image_1012,https://www.e-manuscripta.ch/i3f/v20/1982673/manifest,https://www.e-manuscripta.ch/i3f/v21/1982674/full/304/0/default.jpg
image_1013,https://www.e-manuscripta.ch/i3f/v20/1982677/manifest,https://www.e-manuscripta.ch/i3f/v21/1982678/full/304/0/default.jpg
image_1015,https://www.e-manuscripta.ch/i3f/v20/1982686/manifest,https://www.e-manuscripta.ch/i3f/v21/1982687/full/304/0/default.jpg
image_1016,https://www.e-manuscripta.ch/i3f/v20/1982691/manifest,https://www.e-manuscripta.ch/i3f/v21/1982692/full/304/0/default.jpg
image_1017,https://www.e-manuscripta.ch/i3f/v20/1982695/manifest,https://www.e-manuscripta.ch/i3f/v21/1982696/full/304/0/default.jpg
image_1018,https://www.e-manuscripta.ch/i3f/v20/1982700/manifest,https://www.e-manuscripta.ch/i3f/v21/1982701/full/304/0/default.jpg
image_1019,https://www.e-manuscripta.ch/i3f/v20/1982705/manifest,https://www.e-manuscripta.ch/i3f/v21/1982706/full/304/0/default.jpg
image_1020,https://www.e-manuscripta.ch/i3f/v20/1982710/manifest,https://www.e-manuscripta.ch/i3f/v21/1982711/full/304/0/default.jpg
image_1022,https://www.e-manuscripta.ch/i3f/v20/1982718/manifest,https://www.e-manuscripta.ch/i3f/v21/1982719/full/304/0/default.jpg
image_1023,https://www.e-manuscripta.ch/i3f/v20/1982723/manifest,https://www.e-manuscripta.ch/i3f/v21/1982724/full/304/0/default.jpg
image_1024,,
image_1025,https://www.e-manuscripta.ch/i3f/v20/1982727/manifest,https://www.e-manuscripta.ch/i3f/v21/1982728/full/304/0/default.jpg
image_1026,https://www.e-manuscripta.ch/i3f/v20/1982733/manifest,https://www.e-manuscripta.ch/i3f/v21/1982734/full/304/0/default.jpg
image_1027,https://www.e-manuscripta.ch/i3f/v20/1982737/manifest,https://www.e-manuscripta.ch/i3f/v21/1982738/full/304/0/default.jpg
image_1028,https://www.e-manuscripta.ch/i3f/v20/1982742/manifest,https://www.e-manuscripta.ch/i3f/v21/1982743/full/304/0/default.jpg
image_1029,https://www.e-manuscripta.ch/i3f/v20/1982747/manifest,https://www.e-manuscripta.ch/i3f/v21/1982748/full/304/0/default.jpg
image_1030,https://www.e-manuscripta.ch/i3f/v20/1982751/manifest,https://www.e-manuscripta.ch/i3f/v21/1982752/full/304/0/default.jpg
image_1031,https://www.e-manuscripta.ch/i3f/v20/1982755/manifest,https://www.e-manuscripta.ch/i3f/v21/1982756/full/304/0/default.jpg
image_1032,https://www.e-manuscripta.ch/i3f/v20/1982760/manifest,https://www.e-manuscripta.ch/i3f/v21/1982761/full/304/0/default.jpg
image_1033,https://www.e-manuscripta.ch/i3f/v20/1982764/manifest,https://www.e-manuscripta.ch/i3f/v21/1982765/full/304/0/default.jpg
image_1034,https://www.e-manuscripta.ch/i3f/v20/1982769/manifest,https://www.e-manuscripta.ch/i3f/v21/1982770/full/304/0/default.jpg
image_1035,https://www.e-manuscripta.ch/i3f/v20/1982773/manifest,https://www.e-manuscripta.ch/i3f/v21/1982774/full/304/0/default.jpg
image_1036,https://www.e-manuscripta.ch/i3f/v20/1982778/manifest,https://www.e-manuscripta.ch/i3f/v21/1982779/full/304/0/default.jpg
image_1037,https://www.e-manuscripta.ch/i3f/v20/1982783/manifest,https://www.e-manuscripta.ch/i3f/v21/1982784/full/304/0/default.jpg
image_1038,https://www.e-manuscripta.ch/i3f/v20/1982787/manifest,https://www.e-manuscripta.ch/i3f/v21/1982788/full/304/0/default.jpg
image_1039,https://www.e-manuscripta.ch/i3f/v20/1982792/manifest,https://www.e-manuscripta.ch/i3f/v21/1982793/full/304/0/default.jpg
image_1040,https://www.e-manuscripta.ch/i3f/v20/1982797/manifest,https://www.e-manuscripta.ch/i3f/v21/1982798/full/304/0/default.jpg
image_1041,https://www.e-manuscripta.ch/i3f/v20/1982806/manifest,https://www.e-manuscripta.ch/i3f/v21/1982807/full/304/0/default.jpg
image_1042,https://www.e-manuscripta.ch/i3f/v20/1982810/manifest,https://www.e-manuscripta.ch/i3f/v21/1982811/full/304/0/default.jpg
image_1043,https://www.e-manuscripta.ch/i3f/v20/1982814/manifest,https://www.e-manuscripta.ch/i3f/v21/1982815/full/304/0/default.jpg
image_1044,https://www.e-manuscripta.ch/i3f/v20/1982819/manifest,https://www.e-manuscripta.ch/i3f/v21/1982820/full/304/0/default.jpg
image_1045,https://www.e-manuscripta.ch/i3f/v20/1982823/manifest,https://www.e-manuscripta.ch/i3f/v21/1982824/full/304/0/default.jpg
image_1046,https://www.e-manuscripta.ch/i3f/v20/1982828/manifest,https://www.e-manuscripta.ch/i3f/v21/1982829/full/304/0/default.jpg
image_1047,https://www.e-manuscripta.ch/i3f/v20/1982833/manifest,https://www.e-manuscripta.ch/i3f/v21/1982834/full/304/0/default.jpg
image_1048,https://www.e-manuscripta.ch/i3f/v20/1982837/manifest,https://www.e-manuscripta.ch/i3f/v21/1982838/full/304/0/default.jpg
image_1049,https://www.e-manuscripta.ch/i3f/v20/1982841/manifest,https://www.e-manuscripta.ch/i3f/v21/1982842/full/304/0/default.jpg
image_1050,https://www.e-manuscripta.ch/i3f/v20/1982846/manifest,https://www.e-manuscripta.ch/i3f/v21/1982847/full/304/0/default.jpg
image_1051,https://www.e-manuscripta.ch/i3f/v20/1982850/manifest,https://www.e-manuscripta.ch/i3f/v21/1982851/full/304/0/default.jpg
image_1052,https://www.e-manuscripta.ch/i3f/v20/1982855/manifest,https://www.e-manuscripta.ch/i3f/v21/1982856/full/304/0/default.jpg
image_1053,https://www.e-manuscripta.ch/i3f/v20/1982859/manifest,https://www.e-manuscripta.ch/i3f/v21/1982860/full/304/0/default.jpg
image_1054,https://www.e-manuscripta.ch/i3f/v20/1982864/manifest,https://www.e-manuscripta.ch/i3f/v21/1982865/full/304/0/default.jpg
image_1055,https://www.e-manuscripta.ch/i3f/v20/1982877/manifest,https://www.e-manuscripta.ch/i3f/v21/1982878/full/304/0/default.jpg
image_1056,https://www.e-manuscripta.ch/i3f/v20/1982801/manifest,https://www.e-manuscripta.ch/i3f/v21/1982802/full/304/0/default.jpg
image_1057,https://www.e-manuscripta.ch/i3f/v20/1982868/manifest,https://www.e-manuscripta.ch/i3f/v21/1982869/full/304/0/default.jpg
image_1058,https://www.e-manuscripta.ch/i3f/v20/1982873/manifest,https://www.e-manuscripta.ch/i3f/v21/1982874/full/304/0/default.jpg
image_1059,https://www.e-manuscripta.ch/i3f/v20/1982881/manifest,https://www.e-manuscripta.ch/i3f/v21/1982882/full/304/0/default.jpg
image_1060,https://www.e-manuscripta.ch/i3f/v20/1982886/manifest,https://www.e-manuscripta.ch/i3f/v21/1982887/full/304/0/default.jpg
image_1061,https://www.e-manuscripta.ch/i3f/v20/1982890/manifest,https://www.e-manuscripta.ch/i3f/v21/1982891/full/304/0/default.jpg
image_1062,https://www.e-manuscripta.ch/i3f/v20/1982894/manifest,https://www.e-manuscripta.ch/i3f/v21/1982895/full/304/0/default.jpg
image_1063,https://www.e-manuscripta.ch/i3f/v20/1982899/manifest,https://www.e-manuscripta.ch/i3f/v21/1982900/full/304/0/default.jpg
image_1064,https://www.e-manuscripta.ch/i3f/v20/1982903/manifest,https://www.e-manuscripta.ch/i3f/v21/1982904/full/304/0/default.jpg
image_1065,https://www.e-manuscripta.ch/i3f/v20/1982908/manifest,https://www.e-manuscripta.ch/i3f/v21/1982909/full/304/0/default.jpg
image_1066,https://www.e-manuscripta.ch/i3f/v20/1982912/manifest,https://www.e-manuscripta.ch/i3f/v21/1982913/full/304/0/default.jpg
image_1067,https://www.e-manuscripta.ch/i3f/v20/1982917/manifest,https://www.e-manuscripta.ch/i3f/v21/1982918/full/304/0/default.jpg
image_1068,https://www.e-manuscripta.ch/i3f/v20/1982921/manifest,https://www.e-manuscripta.ch/i3f/v21/1982922/full/304/0/default.jpg
image_1069,https://www.e-manuscripta.ch/i3f/v20/1982926/manifest,https://www.e-manuscripta.ch/i3f/v21/1982927/full/304/0/default.jpg
image_1070,https://www.e-manuscripta.ch/i3f/v20/1982930/manifest,https://www.e-manuscripta.ch/i3f/v21/1982931/full/304/0/default.jpg
image_1071,https://www.e-manuscripta.ch/i3f/v20/1982935/manifest,https://www.e-manuscripta.ch/i3f/v21/1982936/full/304/0/default.jpg
image_1072,https://www.e-manuscripta.ch/i3f/v20/1982939/manifest,https://www.e-manuscripta.ch/i3f/v21/1982940/full/304/0/default.jpg
image_1073,https://www.e-manuscripta.ch/i3f/v20/1982943/manifest,https://www.e-manuscripta.ch/i3f/v21/1982945/full/304/0/default.jpg
image_1074,https://www.e-manuscripta.ch/i3f/v20/1982948/manifest,https://www.e-manuscripta.ch/i3f/v21/1982949/full/304/0/default.jpg
image_1075,https://www.e-manuscripta.ch/i3f/v20/1982952/manifest,https://www.e-manuscripta.ch/i3f/v21/1982953/full/304/0/default.jpg
image_1076,https://www.e-manuscripta.ch/i3f/v20/1982957/manifest,https://www.e-manuscripta.ch/i3f/v21/1982958/full/304/0/default.jpg
image_1077,https://www.e-manuscripta.ch/i3f/v20/1982961/manifest,https://www.e-manuscripta.ch/i3f/v21/1982962/full/304/0/default.jpg
image_1078,,
image_1079,https://www.e-manuscripta.ch/i3f/v20/1982966/manifest,https://www.e-manuscripta.ch/i3f/v21/1982967/full/304/0/default.jpg
image_1080,https://www.e-manuscripta.ch/i3f/v20/1982970/manifest,https://www.e-manuscripta.ch/i3f/v21/1982971/full/304/0/default.jpg
image_1081,https://www.e-manuscripta.ch/i3f/v20/1982975/manifest,https://www.e-manuscripta.ch/i3f/v21/1982976/full/304/0/default.jpg
image_1082,https://www.e-manuscripta.ch/i3f/v20/1982979/manifest,https://www.e-manuscripta.ch/i3f/v21/1982980/full/304/0/default.jpg
image_1083,https://www.e-manuscripta.ch/i3f/v20/1982983/manifest,https://www.e-manuscripta.ch/i3f/v21/1982984/full/304/0/default.jpg
image_1084,https://www.e-manuscripta.ch/i3f/v20/1982988/manifest,https://www.e-manuscripta.ch/i3f/v21/1982989/full/304/0/default.jpg
image_1085,https://www.e-manuscripta.ch/i3f/v20/1982993/manifest,https://www.e-manuscripta.ch/i3f/v21/1982994/full/304/0/default.jpg
image_1086,https://www.e-manuscripta.ch/i3f/v20/1982997/manifest,https://www.e-manuscripta.ch/i3f/v21/1982998/full/304/0/default.jpg
image_1087,https://www.e-manuscripta.ch/i3f/v20/1983001/manifest,https://www.e-manuscripta.ch/i3f/v21/1983002/full/304/0/default.jpg
image_1088,https://www.e-manuscripta.ch/i3f/v20/1983006/manifest,https://www.e-manuscripta.ch/i3f/v21/1983007/full/304/0/default.jpg
image_1089,https://www.e-manuscripta.ch/i3f/v20/1983011/manifest,https://www.e-manuscripta.ch/i3f/v21/1983012/full/304/0/default.jpg
image_1090,https://www.e-manuscripta.ch/i3f/v20/1983015/manifest,https://www.e-manuscripta.ch/i3f/v21/1983016/full/304/0/default.jpg
image_1091,https://www.e-manuscripta.ch/i3f/v20/1983019/manifest,https://www.e-manuscripta.ch/i3f/v21/1983020/full/304/0/default.jpg
image_1092,https://www.e-manuscripta.ch/i3f/v20/1983024/manifest,https://www.e-manuscripta.ch/i3f/v21/1983025/full/304/0/default.jpg
image_1093,https://www.e-manuscripta.ch/i3f/v20/1983028/manifest,https://www.e-manuscripta.ch/i3f/v21/1983029/full/304/0/default.jpg
image_1094,https://www.e-manuscripta.ch/i3f/v20/1983032/manifest,https://www.e-manuscripta.ch/i3f/v21/1983033/full/304/0/default.jpg
image_1095,https://www.e-manuscripta.ch/i3f/v20/1983037/manifest,https://www.e-manuscripta.ch/i3f/v21/1983038/full/304/0/default.jpg
image_1096,https://www.e-manuscripta.ch/i3f/v20/1983041/manifest,https://www.e-manuscripta.ch/i3f/v21/1983042/full/304/0/default.jpg
image_1097,https://www.e-manuscripta.ch/i3f/v20/1983046/manifest,https://www.e-manuscripta.ch/i3f/v21/1983047/full/304/0/default.jpg
image_1098,https://www.e-manuscripta.ch/i3f/v20/1983051/manifest,https://www.e-manuscripta.ch/i3f/v21/1983052/full/304/0/default.jpg
image_1099,https://www.e-manuscripta.ch/i3f/v20/1983056/manifest,https://www.e-manuscripta.ch/i3f/v21/1983057/full/304/0/default.jpg
image_1100,https://www.e-manuscripta.ch/i3f/v20/1983060/manifest,https://www.e-manuscripta.ch/i3f/v21/1983061/full/304/0/default.jpg
image_1101,https://www.e-manuscripta.ch/i3f/v20/1983065/manifest,https://www.e-manuscripta.ch/i3f/v21/1983066/full/304/0/default.jpg
image_2108,,
image_2120,,
image_2122,,
image_2123,,
image_2124,,
image_2125,,
image_2133,,
image_2134,,
image_2135,,
image_2136,,
image_2137,,
image_2138,,
image_2139,,
image_2140,,
image_2141,,
image_2142,,
image_2143,,
image_2144,,
image_2145,,
image_2146,,
image_2147,,
image_2148,,
image_2149,,
image_2150,,
image_2151,,
image_2152,,
image_2153,,
image_2230,,
image_2231,,
image_2232,,
image_2233,,
image_2234,,
image_2235,,
image_2236,,
image_2237,,
image_2238,,
image_2239,,
image_2240,,
image_2241,,
image_2242,,
image_2243,,
image_2244,,
image_2245,,
image_2246,,
image_2247,,
image_2248,,
image_2249,,
image_2250,,
image_2251,,
image_2252,,
image_2253,,
image_2254,,
image_2255,,
image_2256,,
image_2257,,
image_2258,,
image_2259,,
image_2260,,
image_2261,,
image_2262,,
image_2263,,
image_2264,,
image_2265,,
image_2266,,
image_2267,,
image_2268,,
image_1102,https://www.e-manuscripta.ch/i3f/v20/1984244/manifest,https://www.e-manuscripta.ch/i3f/v21/1984245/full/304/0/default.jpg
image_1103,https://www.e-manuscripta.ch/i3f/v20/1984249/manifest,https://www.e-manuscripta.ch/i3f/v21/1984250/full/304/0/default.jpg
image_1104,https://www.e-manuscripta.ch/i3f/v20/1984253/manifest,https://www.e-manuscripta.ch/i3f/v21/1984254/full/304/0/default.jpg
image_1105,https://www.e-manuscripta.ch/i3f/v20/1984258/manifest,https://www.e-manuscripta.ch/i3f/v21/1984259/full/304/0/default.jpg
image_1106,https://www.e-manuscripta.ch/i3f/v20/1984263/manifest,https://www.e-manuscripta.ch/i3f/v21/1984264/full/304/0/default.jpg
image_1107,https://www.e-manuscripta.ch/i3f/v20/1984267/manifest,https://www.e-manuscripta.ch/i3f/v21/1984268/full/304/0/default.jpg
image_1108,https://www.e-manuscripta.ch/i3f/v20/1984272/manifest,https://www.e-manuscripta.ch/i3f/v21/1984273/full/304/0/default.jpg
image_1109,https://www.e-manuscripta.ch/i3f/v20/1984276/manifest,https://www.e-manuscripta.ch/i3f/v21/1984277/full/304/0/default.jpg
image_1110,https://www.e-manuscripta.ch/i3f/v20/1984281/manifest,https://www.e-manuscripta.ch/i3f/v21/1984282/full/304/0/default.jpg
image_1111,https://www.e-manuscripta.ch/i3f/v20/1984285/manifest,https://www.e-manuscripta.ch/i3f/v21/1984286/full/304/0/default.jpg
image_1112,https://www.e-manuscripta.ch/i3f/v20/1984289/manifest,https://www.e-manuscripta.ch/i3f/v21/1984290/full/304/0/default.jpg
image_1113,https://www.e-manuscripta.ch/i3f/v20/1984294/manifest,https://www.e-manuscripta.ch/i3f/v21/1984295/full/304/0/default.jpg
image_1114,https://www.e-manuscripta.ch/i3f/v20/1984299/manifest,https://www.e-manuscripta.ch/i3f/v21/1984300/full/304/0/default.jpg
image_1115,https://www.e-manuscripta.ch/i3f/v20/1984303/manifest,https://www.e-manuscripta.ch/i3f/v21/1984304/full/304/0/default.jpg
image_1116,https://www.e-manuscripta.ch/i3f/v20/1984308/manifest,https://www.e-manuscripta.ch/i3f/v21/1984309/full/304/0/default.jpg
image_1117,https://www.e-manuscripta.ch/i3f/v20/1984312/manifest,https://www.e-manuscripta.ch/i3f/v21/1984313/full/304/0/default.jpg
image_1118,https://www.e-manuscripta.ch/i3f/v20/1984317/manifest,https://www.e-manuscripta.ch/i3f/v21/1984318/full/304/0/default.jpg
image_1119,https://www.e-manuscripta.ch/i3f/v20/1984321/manifest,https://www.e-manuscripta.ch/i3f/v21/1984322/full/304/0/default.jpg
image_1120,https://www.e-manuscripta.ch/i3f/v20/1984325/manifest,https://www.e-manuscripta.ch/i3f/v21/1984326/full/304/0/default.jpg
image_1121,https://www.e-manuscripta.ch/i3f/v20/1984330/manifest,https://www.e-manuscripta.ch/i3f/v21/1984331/full/304/0/default.jpg
image_1122,https://www.e-manuscripta.ch/i3f/v20/1984334/manifest,https://www.e-manuscripta.ch/i3f/v21/1984335/full/304/0/default.jpg
image_1123,https://www.e-manuscripta.ch/i3f/v20/1984338/manifest,https://www.e-manuscripta.ch/i3f/v21/1984339/full/304/0/default.jpg
image_1124,https://www.e-manuscripta.ch/i3f/v20/1984343/manifest,https://www.e-manuscripta.ch/i3f/v21/1984344/full/304/0/default.jpg
image_1125,,
image_1126,https://www.e-manuscripta.ch/i3f/v20/1984348/manifest,https://www.e-manuscripta.ch/i3f/v21/1984349/full/304/0/default.jpg
image_1127,https://www.e-manuscripta.ch/i3f/v20/1984353/manifest,https://www.e-manuscripta.ch/i3f/v21/1984354/full/304/0/default.jpg
image_1128,https://www.e-manuscripta.ch/i3f/v20/1984357/manifest,https://www.e-manuscripta.ch/i3f/v21/1984358/full/304/0/default.jpg
image_1129,https://www.e-manuscripta.ch/i3f/v20/1984362/manifest,https://www.e-manuscripta.ch/i3f/v21/1984363/full/304/0/default.jpg
image_1130,,
image_1131,https://www.e-manuscripta.ch/i3f/v20/1984366/manifest,https://www.e-manuscripta.ch/i3f/v21/1984367/full/304/0/default.jpg
image_1132,https://www.e-manuscripta.ch/i3f/v20/1984370/manifest,https://www.e-manuscripta.ch/i3f/v21/1984371/full/304/0/default.jpg
image_1133,https://www.e-manuscripta.ch/i3f/v20/1984375/manifest,https://www.e-manuscripta.ch/i3f/v21/1984376/full/304/0/default.jpg
image_1134,,
image_1135,https://www.e-manuscripta.ch/i3f/v20/1984380/manifest,https://www.e-manuscripta.ch/i3f/v21/1984381/full/304/0/default.jpg
image_1136,https://www.e-manuscripta.ch/i3f/v20/1984385/manifest,https://www.e-manuscripta.ch/i3f/v21/1984386/full/304/0/default.jpg
image_1137,,
image_1138,,
image_1139,,
image_1140,,
image_1141,,
image_1142,,
image_1143,https://www.e-manuscripta.ch/i3f/v20/1984390/manifest,https://www.e-manuscripta.ch/i3f/v21/1984391/full/304/0/default.jpg
image_1144,https://www.e-manuscripta.ch/i3f/v20/1984395/manifest,https://www.e-manuscripta.ch/i3f/v21/1984396/full/304/0/default.jpg
image_1145,https://www.e-manuscripta.ch/i3f/v20/1984400/manifest,https://www.e-manuscripta.ch/i3f/v21/1984401/full/304/0/default.jpg
image_1146,https://www.e-manuscripta.ch/i3f/v20/1984405/manifest,https://www.e-manuscripta.ch/i3f/v21/1984406/full/304/0/default.jpg
image_1147,https://www.e-manuscripta.ch/i3f/v20/1984410/manifest,https://www.e-manuscripta.ch/i3f/v21/1984411/full/304/0/default.jpg
image_1148,https://www.e-manuscripta.ch/i3f/v20/1984415/manifest,https://www.e-manuscripta.ch/i3f/v21/1984416/full/304/0/default.jpg
image_1149,https://www.e-manuscripta.ch/i3f/v20/1984420/manifest,https://www.e-manuscripta.ch/i3f/v21/1984421/full/304/0/default.jpg
image_1150,https://www.e-manuscripta.ch/i3f/v20/1984424/manifest,https://www.e-manuscripta.ch/i3f/v21/1984425/full/304/0/default.jpg
image_1151,https://www.e-manuscripta.ch/i3f/v20/1984429/manifest,https://www.e-manuscripta.ch/i3f/v21/1984430/full/304/0/default.jpg
image_1152,https://www.e-manuscripta.ch/i3f/v20/1984434/manifest,https://www.e-manuscripta.ch/i3f/v21/1984435/full/304/0/default.jpg
image_1153,https://www.e-manuscripta.ch/i3f/v20/1984439/manifest,https://www.e-manuscripta.ch/i3f/v21/1984440/full/304/0/default.jpg
image_1154,https://www.e-manuscripta.ch/i3f/v20/1984444/manifest,https://www.e-manuscripta.ch/i3f/v21/1984445/full/304/0/default.jpg
image_1155,https://www.e-manuscripta.ch/i3f/v20/1984448/manifest,https://www.e-manuscripta.ch/i3f/v21/1984449/full/304/0/default.jpg
image_1156,https://www.e-manuscripta.ch/i3f/v20/1984453/manifest,https://www.e-manuscripta.ch/i3f/v21/1984454/full/304/0/default.jpg
image_1157,https://www.e-manuscripta.ch/i3f/v20/1984457/manifest,https://www.e-manuscripta.ch/i3f/v21/1984458/full/304/0/default.jpg
image_1158,https://www.e-manuscripta.ch/i3f/v20/1984461/manifest,https://www.e-manuscripta.ch/i3f/v21/1984462/full/304/0/default.jpg
image_1159,https://www.e-manuscripta.ch/i3f/v20/1984466/manifest,https://www.e-manuscripta.ch/i3f/v21/1984467/full/304/0/default.jpg
image_1160,https://www.e-manuscripta.ch/i3f/v20/1984471/manifest,https://www.e-manuscripta.ch/i3f/v21/1984472/full/304/0/default.jpg
image_1161,https://www.e-manuscripta.ch/i3f/v20/1984475/manifest,https://www.e-manuscripta.ch/i3f/v21/1984477/full/304/0/default.jpg
image_1162,https://www.e-manuscripta.ch/i3f/v20/1984480/manifest,https://www.e-manuscripta.ch/i3f/v21/1984481/full/304/0/default.jpg
image_1163,https://www.e-manuscripta.ch/i3f/v20/1984485/manifest,https://www.e-manuscripta.ch/i3f/v21/1984486/full/304/0/default.jpg
image_1164,https://www.e-manuscripta.ch/i3f/v20/1984490/manifest,https://www.e-manuscripta.ch/i3f/v21/1984491/full/304/0/default.jpg
image_1165,https://www.e-manuscripta.ch/i3f/v20/1984495/manifest,https://www.e-manuscripta.ch/i3f/v21/1984496/full/304/0/default.jpg
image_1166,https://www.e-manuscripta.ch/i3f/v20/1984499/manifest,https://www.e-manuscripta.ch/i3f/v21/1984500/full/304/0/default.jpg
image_1167,https://www.e-manuscripta.ch/i3f/v20/1984504/manifest,https://www.e-manuscripta.ch/i3f/v21/1984505/full/304/0/default.jpg
image_1168,https://www.e-manuscripta.ch/i3f/v20/1984508/manifest,https://www.e-manuscripta.ch/i3f/v21/1984509/full/304/0/default.jpg
