photo_id,iiif_manifest_emanuscripta,iiif_image_emanuscripta
image_1919,https://www.e-manuscripta.ch/i3f/v20/1991254/manifest,https://www.e-manuscripta.ch/i3f/v21/1991255/full/304/0/default.jpg
image_1920,https://www.e-manuscripta.ch/i3f/v20/1991259/manifest,https://www.e-manuscripta.ch/i3f/v21/1991260/full/304/0/default.jpg
image_1921,https://www.e-manuscripta.ch/i3f/v20/1991263/manifest,https://www.e-manuscripta.ch/i3f/v21/1991264/full/304/0/default.jpg
image_1922,https://www.e-manuscripta.ch/i3f/v20/1991268/manifest,https://www.e-manuscripta.ch/i3f/v21/1991269/full/304/0/default.jpg
image_1923,https://www.e-manuscripta.ch/i3f/v20/1991272/manifest,https://www.e-manuscripta.ch/i3f/v21/1991273/full/304/0/default.jpg
image_1924,https://www.e-manuscripta.ch/i3f/v20/1991276/manifest,https://www.e-manuscripta.ch/i3f/v21/1991277/full/304/0/default.jpg
image_1925,https://www.e-manuscripta.ch/i3f/v20/1991280/manifest,https://www.e-manuscripta.ch/i3f/v21/1991281/full/304/0/default.jpg
image_1926,,
image_1927,https://www.e-manuscripta.ch/i3f/v20/1991284/manifest,https://www.e-manuscripta.ch/i3f/v21/1991285/full/304/0/default.jpg
image_1928,https://www.e-manuscripta.ch/i3f/v20/1991288/manifest,https://www.e-manuscripta.ch/i3f/v21/1991289/full/304/0/default.jpg
image_1929,https://www.e-manuscripta.ch/i3f/v20/1991292/manifest,https://www.e-manuscripta.ch/i3f/v21/1991293/full/304/0/default.jpg
image_1930,https://www.e-manuscripta.ch/i3f/v20/1991297/manifest,https://www.e-manuscripta.ch/i3f/v21/1991298/full/304/0/default.jpg
image_1931,https://www.e-manuscripta.ch/i3f/v20/1991301/manifest,https://www.e-manuscripta.ch/i3f/v21/1991302/full/304/0/default.jpg
image_1932,https://www.e-manuscripta.ch/i3f/v20/1991305/manifest,https://www.e-manuscripta.ch/i3f/v21/1991306/full/304/0/default.jpg
image_1933,https://www.e-manuscripta.ch/i3f/v20/1991309/manifest,https://www.e-manuscripta.ch/i3f/v21/1991310/full/304/0/default.jpg
image_1934,https://www.e-manuscripta.ch/i3f/v20/1991313/manifest,https://www.e-manuscripta.ch/i3f/v21/1991314/full/304/0/default.jpg
image_1935,https://www.e-manuscripta.ch/i3f/v20/1991317/manifest,https://www.e-manuscripta.ch/i3f/v21/1991318/full/304/0/default.jpg
image_1936,https://www.e-manuscripta.ch/i3f/v20/1991322/manifest,https://www.e-manuscripta.ch/i3f/v21/1991323/full/304/0/default.jpg
image_1937,https://www.e-manuscripta.ch/i3f/v20/1991326/manifest,https://www.e-manuscripta.ch/i3f/v21/1991327/full/304/0/default.jpg
image_1938,https://www.e-manuscripta.ch/i3f/v20/1991330/manifest,https://www.e-manuscripta.ch/i3f/v21/1991331/full/304/0/default.jpg
image_1939,https://www.e-manuscripta.ch/i3f/v20/1991334/manifest,https://www.e-manuscripta.ch/i3f/v21/1991335/full/304/0/default.jpg
image_1940,https://www.e-manuscripta.ch/i3f/v20/1991338/manifest,https://www.e-manuscripta.ch/i3f/v21/1991339/full/304/0/default.jpg
image_1941,https://www.e-manuscripta.ch/i3f/v20/1991343/manifest,https://www.e-manuscripta.ch/i3f/v21/1991344/full/304/0/default.jpg
image_1942,https://www.e-manuscripta.ch/i3f/v20/1991347/manifest,https://www.e-manuscripta.ch/i3f/v21/1991348/full/304/0/default.jpg
image_1943,https://www.e-manuscripta.ch/i3f/v20/1991351/manifest,https://www.e-manuscripta.ch/i3f/v21/1991352/full/304/0/default.jpg
image_1944,https://www.e-manuscripta.ch/i3f/v20/1991355/manifest,https://www.e-manuscripta.ch/i3f/v21/1991356/full/304/0/default.jpg
image_1945,https://www.e-manuscripta.ch/i3f/v20/1991359/manifest,https://www.e-manuscripta.ch/i3f/v21/1991360/full/304/0/default.jpg
image_1946,https://www.e-manuscripta.ch/i3f/v20/1991364/manifest,https://www.e-manuscripta.ch/i3f/v21/1991366/full/304/0/default.jpg
image_1947,https://www.e-manuscripta.ch/i3f/v20/1991369/manifest,https://www.e-manuscripta.ch/i3f/v21/1991370/full/304/0/default.jpg
image_1948,https://www.e-manuscripta.ch/i3f/v20/1991373/manifest,https://www.e-manuscripta.ch/i3f/v21/1991374/full/304/0/default.jpg
image_1949,https://www.e-manuscripta.ch/i3f/v20/1991378/manifest,https://www.e-manuscripta.ch/i3f/v21/1991379/full/304/0/default.jpg
image_1950,https://www.e-manuscripta.ch/i3f/v20/1991382/manifest,https://www.e-manuscripta.ch/i3f/v21/1991383/full/304/0/default.jpg
image_1951,https://www.e-manuscripta.ch/i3f/v20/1991387/manifest,https://www.e-manuscripta.ch/i3f/v21/1991388/full/304/0/default.jpg
image_1952,https://www.e-manuscripta.ch/i3f/v20/1991392/manifest,https://www.e-manuscripta.ch/i3f/v21/1991393/full/304/0/default.jpg
image_1953,https://www.e-manuscripta.ch/i3f/v20/1991397/manifest,https://www.e-manuscripta.ch/i3f/v21/1991398/full/304/0/default.jpg
image_1954,https://www.e-manuscripta.ch/i3f/v20/1991401/manifest,https://www.e-manuscripta.ch/i3f/v21/1991402/full/304/0/default.jpg
image_1955,https://www.e-manuscripta.ch/i3f/v20/1991406/manifest,https://www.e-manuscripta.ch/i3f/v21/1991407/full/304/0/default.jpg
image_1956,https://www.e-manuscripta.ch/i3f/v20/1991411/manifest,https://www.e-manuscripta.ch/i3f/v21/1991412/full/304/0/default.jpg
image_0209,https://www.e-manuscripta.ch/i3f/v20/1981805/manifest,https://www.e-manuscripta.ch/i3f/v21/1981806/full/304/0/default.jpg
image_2008,https://www.e-manuscripta.ch/i3f/v20/1983069/manifest,https://www.e-manuscripta.ch/i3f/v21/1983070/full/304/0/default.jpg
image_2009,https://www.e-manuscripta.ch/i3f/v20/1983073/manifest,https://www.e-manuscripta.ch/i3f/v21/1983074/full/304/0/default.jpg
image_2010,https://www.e-manuscripta.ch/i3f/v20/1983078/manifest,https://www.e-manuscripta.ch/i3f/v21/1983079/full/304/0/default.jpg
image_2011,https://www.e-manuscripta.ch/i3f/v20/1983082/manifest,https://www.e-manuscripta.ch/i3f/v21/1983083/full/304/0/default.jpg
image_2012,https://www.e-manuscripta.ch/i3f/v20/1983087/manifest,https://www.e-manuscripta.ch/i3f/v21/1983088/full/304/0/default.jpg
image_2013,https://www.e-manuscripta.ch/i3f/v20/1983091/manifest,https://www.e-manuscripta.ch/i3f/v21/1983092/full/304/0/default.jpg
image_2014,https://www.e-manuscripta.ch/i3f/v20/1983095/manifest,https://www.e-manuscripta.ch/i3f/v21/1983096/full/304/0/default.jpg
image_2015,https://www.e-manuscripta.ch/i3f/v20/1983100/manifest,https://www.e-manuscripta.ch/i3f/v21/1983101/full/304/0/default.jpg
image_2016,https://www.e-manuscripta.ch/i3f/v20/1983104/manifest,https://www.e-manuscripta.ch/i3f/v21/1983105/full/304/0/default.jpg
image_2017,https://www.e-manuscripta.ch/i3f/v20/1983108/manifest,https://www.e-manuscripta.ch/i3f/v21/1983109/full/304/0/default.jpg
image_2018,https://www.e-manuscripta.ch/i3f/v20/1983113/manifest,https://www.e-manuscripta.ch/i3f/v21/1983114/full/304/0/default.jpg
image_2019,https://www.e-manuscripta.ch/i3f/v20/1983117/manifest,https://www.e-manuscripta.ch/i3f/v21/1983118/full/304/0/default.jpg
image_2020,https://www.e-manuscripta.ch/i3f/v20/1983121/manifest,https://www.e-manuscripta.ch/i3f/v21/1983122/full/304/0/default.jpg
image_2021,https://www.e-manuscripta.ch/i3f/v20/1983126/manifest,https://www.e-manuscripta.ch/i3f/v21/1983127/full/304/0/default.jpg
image_2022,https://www.e-manuscripta.ch/i3f/v20/1983131/manifest,https://www.e-manuscripta.ch/i3f/v21/1983132/full/304/0/default.jpg
image_2023,https://www.e-manuscripta.ch/i3f/v20/1983136/manifest,https://www.e-manuscripta.ch/i3f/v21/1983137/full/304/0/default.jpg
image_2024,https://www.e-manuscripta.ch/i3f/v20/1983141/manifest,https://www.e-manuscripta.ch/i3f/v21/1983142/full/304/0/default.jpg
image_2025,https://www.e-manuscripta.ch/i3f/v20/1983146/manifest,https://www.e-manuscripta.ch/i3f/v21/1983147/full/304/0/default.jpg
image_2026,https://www.e-manuscripta.ch/i3f/v20/1983150/manifest,https://www.e-manuscripta.ch/i3f/v21/1983151/full/304/0/default.jpg
image_2027,https://www.e-manuscripta.ch/i3f/v20/1983155/manifest,https://www.e-manuscripta.ch/i3f/v21/1983156/full/304/0/default.jpg
image_2028,https://www.e-manuscripta.ch/i3f/v20/1983160/manifest,https://www.e-manuscripta.ch/i3f/v21/1983161/full/304/0/default.jpg
image_2029,https://www.e-manuscripta.ch/i3f/v20/1983165/manifest,https://www.e-manuscripta.ch/i3f/v21/1983166/full/304/0/default.jpg
image_2030,https://www.e-manuscripta.ch/i3f/v20/1983169/manifest,https://www.e-manuscripta.ch/i3f/v21/1983170/full/304/0/default.jpg
image_2031,https://www.e-manuscripta.ch/i3f/v20/1983174/manifest,https://www.e-manuscripta.ch/i3f/v21/1983175/full/304/0/default.jpg
image_2032,https://www.e-manuscripta.ch/i3f/v20/1983179/manifest,https://www.e-manuscripta.ch/i3f/v21/1983180/full/304/0/default.jpg
image_2033,https://www.e-manuscripta.ch/i3f/v20/1983184/manifest,https://www.e-manuscripta.ch/i3f/v21/1983185/full/304/0/default.jpg
image_2034,https://www.e-manuscripta.ch/i3f/v20/1983188/manifest,https://www.e-manuscripta.ch/i3f/v21/1983189/full/304/0/default.jpg
image_2035,https://www.e-manuscripta.ch/i3f/v20/1983193/manifest,https://www.e-manuscripta.ch/i3f/v21/1983194/full/304/0/default.jpg
image_2036,https://www.e-manuscripta.ch/i3f/v20/1983197/manifest,https://www.e-manuscripta.ch/i3f/v21/1983198/full/304/0/default.jpg
image_2037,https://www.e-manuscripta.ch/i3f/v20/1983202/manifest,https://www.e-manuscripta.ch/i3f/v21/1983203/full/304/0/default.jpg
image_2038,https://www.e-manuscripta.ch/i3f/v20/1983206/manifest,https://www.e-manuscripta.ch/i3f/v21/1983207/full/304/0/default.jpg
image_2039,https://www.e-manuscripta.ch/i3f/v20/1983211/manifest,https://www.e-manuscripta.ch/i3f/v21/1983212/full/304/0/default.jpg
image_2040,https://www.e-manuscripta.ch/i3f/v20/1983216/manifest,https://www.e-manuscripta.ch/i3f/v21/1983217/full/304/0/default.jpg
image_2041,https://www.e-manuscripta.ch/i3f/v20/1983220/manifest,https://www.e-manuscripta.ch/i3f/v21/1983221/full/304/0/default.jpg
image_2042,https://www.e-manuscripta.ch/i3f/v20/1983224/manifest,https://www.e-manuscripta.ch/i3f/v21/1983225/full/304/0/default.jpg
image_2043,https://www.e-manuscripta.ch/i3f/v20/1983229/manifest,https://www.e-manuscripta.ch/i3f/v21/1983230/full/304/0/default.jpg
image_2044,https://www.e-manuscripta.ch/i3f/v20/1983233/manifest,https://www.e-manuscripta.ch/i3f/v21/1983234/full/304/0/default.jpg
image_2045,https://www.e-manuscripta.ch/i3f/v20/1983238/manifest,https://www.e-manuscripta.ch/i3f/v21/1983239/full/304/0/default.jpg
image_2046,https://www.e-manuscripta.ch/i3f/v20/1983242/manifest,https://www.e-manuscripta.ch/i3f/v21/1983243/full/304/0/default.jpg
image_2047,https://www.e-manuscripta.ch/i3f/v20/1983247/manifest,https://www.e-manuscripta.ch/i3f/v21/1983248/full/304/0/default.jpg
image_2048,https://www.e-manuscripta.ch/i3f/v20/1983252/manifest,https://www.e-manuscripta.ch/i3f/v21/1983253/full/304/0/default.jpg
image_2049,https://www.e-manuscripta.ch/i3f/v20/1983257/manifest,https://www.e-manuscripta.ch/i3f/v21/1983258/full/304/0/default.jpg
image_2050,https://www.e-manuscripta.ch/i3f/v20/1983262/manifest,https://www.e-manuscripta.ch/i3f/v21/1983263/full/304/0/default.jpg
image_2051,https://www.e-manuscripta.ch/i3f/v20/1983267/manifest,https://www.e-manuscripta.ch/i3f/v21/1983268/full/304/0/default.jpg
image_2052,https://www.e-manuscripta.ch/i3f/v20/1983272/manifest,https://www.e-manuscripta.ch/i3f/v21/1983273/full/304/0/default.jpg
image_2053,https://www.e-manuscripta.ch/i3f/v20/1983277/manifest,https://www.e-manuscripta.ch/i3f/v21/1983278/full/304/0/default.jpg
image_2054,https://www.e-manuscripta.ch/i3f/v20/1983281/manifest,https://www.e-manuscripta.ch/i3f/v21/1983282/full/304/0/default.jpg
image_2055,https://www.e-manuscripta.ch/i3f/v20/1983285/manifest,https://www.e-manuscripta.ch/i3f/v21/1983287/full/304/0/default.jpg
image_2056,https://www.e-manuscripta.ch/i3f/v20/1983290/manifest,https://www.e-manuscripta.ch/i3f/v21/1983291/full/304/0/default.jpg
image_2057,https://www.e-manuscripta.ch/i3f/v20/1983294/manifest,https://www.e-manuscripta.ch/i3f/v21/1983295/full/304/0/default.jpg
image_2058,https://www.e-manuscripta.ch/i3f/v20/1983299/manifest,https://www.e-manuscripta.ch/i3f/v21/1983300/full/304/0/default.jpg
image_2059,https://www.e-manuscripta.ch/i3f/v20/1983304/manifest,https://www.e-manuscripta.ch/i3f/v21/1983305/full/304/0/default.jpg
image_2060,https://www.e-manuscripta.ch/i3f/v20/1983308/manifest,https://www.e-manuscripta.ch/i3f/v21/1983309/full/304/0/default.jpg
image_2061,https://www.e-manuscripta.ch/i3f/v20/1983531/manifest,https://www.e-manuscripta.ch/i3f/v21/1983532/full/304/0/default.jpg
image_2062,https://www.e-manuscripta.ch/i3f/v20/1983536/manifest,https://www.e-manuscripta.ch/i3f/v21/1983537/full/304/0/default.jpg
image_2063,https://www.e-manuscripta.ch/i3f/v20/1983540/manifest,https://www.e-manuscripta.ch/i3f/v21/1983541/full/304/0/default.jpg
image_2064,https://www.e-manuscripta.ch/i3f/v20/1983544/manifest,https://www.e-manuscripta.ch/i3f/v21/1983545/full/304/0/default.jpg
image_2065,https://www.e-manuscripta.ch/i3f/v20/1983549/manifest,https://www.e-manuscripta.ch/i3f/v21/1983550/full/304/0/default.jpg
image_2066,https://www.e-manuscripta.ch/i3f/v20/1983554/manifest,https://www.e-manuscripta.ch/i3f/v21/1983555/full/304/0/default.jpg
image_2067,https://www.e-manuscripta.ch/i3f/v20/1983558/manifest,https://www.e-manuscripta.ch/i3f/v21/1983559/full/304/0/default.jpg
image_2068,https://www.e-manuscripta.ch/i3f/v20/1983563/manifest,https://www.e-manuscripta.ch/i3f/v21/1983564/full/304/0/default.jpg
image_2069,https://www.e-manuscripta.ch/i3f/v20/1983567/manifest,https://www.e-manuscripta.ch/i3f/v21/1983568/full/304/0/default.jpg
image_2070,https://www.e-manuscripta.ch/i3f/v20/1983571/manifest,https://www.e-manuscripta.ch/i3f/v21/1983572/full/304/0/default.jpg
image_2071,https://www.e-manuscripta.ch/i3f/v20/1983576/manifest,https://www.e-manuscripta.ch/i3f/v21/1983577/full/304/0/default.jpg
image_2072,https://www.e-manuscripta.ch/i3f/v20/1983586/manifest,https://www.e-manuscripta.ch/i3f/v21/1983587/full/304/0/default.jpg
image_2073,https://www.e-manuscripta.ch/i3f/v20/1983581/manifest,https://www.e-manuscripta.ch/i3f/v21/1983582/full/304/0/default.jpg
image_2074,https://www.e-manuscripta.ch/i3f/v20/1983590/manifest,https://www.e-manuscripta.ch/i3f/v21/1983591/full/304/0/default.jpg
image_2075,https://www.e-manuscripta.ch/i3f/v20/1983595/manifest,https://www.e-manuscripta.ch/i3f/v21/1983596/full/304/0/default.jpg
image_2076,https://www.e-manuscripta.ch/i3f/v20/1983600/manifest,https://www.e-manuscripta.ch/i3f/v21/1983601/full/304/0/default.jpg
image_2077,https://www.e-manuscripta.ch/i3f/v20/1983605/manifest,https://www.e-manuscripta.ch/i3f/v21/1983606/full/304/0/default.jpg
image_2078,https://www.e-manuscripta.ch/i3f/v20/1983610/manifest,https://www.e-manuscripta.ch/i3f/v21/1983611/full/304/0/default.jpg
image_2079,https://www.e-manuscripta.ch/i3f/v20/1983614/manifest,https://www.e-manuscripta.ch/i3f/v21/1983615/full/304/0/default.jpg
image_2080,https://www.e-manuscripta.ch/i3f/v20/1983619/manifest,https://www.e-manuscripta.ch/i3f/v21/1983620/full/304/0/default.jpg
image_2081,https://www.e-manuscripta.ch/i3f/v20/1983623/manifest,https://www.e-manuscripta.ch/i3f/v21/1983624/full/304/0/default.jpg
image_2082,https://www.e-manuscripta.ch/i3f/v20/1983627/manifest,https://www.e-manuscripta.ch/i3f/v21/1983628/full/304/0/default.jpg
image_2083,https://www.e-manuscripta.ch/i3f/v20/1983632/manifest,https://www.e-manuscripta.ch/i3f/v21/1983633/full/304/0/default.jpg
image_2084,https://www.e-manuscripta.ch/i3f/v20/1983641/manifest,https://www.e-manuscripta.ch/i3f/v21/1983642/full/304/0/default.jpg
image_2085,https://www.e-manuscripta.ch/i3f/v20/1983645/manifest,https://www.e-manuscripta.ch/i3f/v21/1983646/full/304/0/default.jpg
image_2086,https://www.e-manuscripta.ch/i3f/v20/1983649/manifest,https://www.e-manuscripta.ch/i3f/v21/1983650/full/304/0/default.jpg
image_2087,https://www.e-manuscripta.ch/i3f/v20/1983654/manifest,https://www.e-manuscripta.ch/i3f/v21/1983656/full/304/0/default.jpg
image_2088,https://www.e-manuscripta.ch/i3f/v20/1983659/manifest,https://www.e-manuscripta.ch/i3f/v21/1983660/full/304/0/default.jpg
image_2089,https://www.e-manuscripta.ch/i3f/v20/1983664/manifest,https://www.e-manuscripta.ch/i3f/v21/1983665/full/304/0/default.jpg
image_2090,https://www.e-manuscripta.ch/i3f/v20/1983636/manifest,https://www.e-manuscripta.ch/i3f/v21/1983637/full/304/0/default.jpg
image_2091,https://www.e-manuscripta.ch/i3f/v20/1983669/manifest,https://www.e-manuscripta.ch/i3f/v21/1983670/full/304/0/default.jpg
image_2092,https://www.e-manuscripta.ch/i3f/v20/1983674/manifest,https://www.e-manuscripta.ch/i3f/v21/1983675/full/304/0/default.jpg
image_2093,https://www.e-manuscripta.ch/i3f/v20/1983679/manifest,https://www.e-manuscripta.ch/i3f/v21/1983680/full/304/0/default.jpg
image_2094,https://www.e-manuscripta.ch/i3f/v20/1983684/manifest,https://www.e-manuscripta.ch/i3f/v21/1983685/full/304/0/default.jpg
image_2095,https://www.e-manuscripta.ch/i3f/v20/1983689/manifest,https://www.e-manuscripta.ch/i3f/v21/1983690/full/304/0/default.jpg
image_2096,https://www.e-manuscripta.ch/i3f/v20/1983694/manifest,https://www.e-manuscripta.ch/i3f/v21/1983695/full/304/0/default.jpg
image_2097,https://www.e-manuscripta.ch/i3f/v20/1983699/manifest,https://www.e-manuscripta.ch/i3f/v21/1983700/full/304/0/default.jpg
image_2098,https://www.e-manuscripta.ch/i3f/v20/1983703/manifest,https://www.e-manuscripta.ch/i3f/v21/1983704/full/304/0/default.jpg
image_2099,https://www.e-manuscripta.ch/i3f/v20/1983712/manifest,https://www.e-manuscripta.ch/i3f/v21/1983713/full/304/0/default.jpg
image_2100,https://www.e-manuscripta.ch/i3f/v20/1983708/manifest,https://www.e-manuscripta.ch/i3f/v21/1983709/full/304/0/default.jpg
image_2101,https://www.e-manuscripta.ch/i3f/v20/1983717/manifest,https://www.e-manuscripta.ch/i3f/v21/1983718/full/304/0/default.jpg
image_2102,https://www.e-manuscripta.ch/i3f/v20/1983722/manifest,https://www.e-manuscripta.ch/i3f/v21/1983723/full/304/0/default.jpg
image_2103,https://www.e-manuscripta.ch/i3f/v20/1983726/manifest,https://www.e-manuscripta.ch/i3f/v21/1983727/full/304/0/default.jpg
image_2104,https://www.e-manuscripta.ch/i3f/v20/1983731/manifest,https://www.e-manuscripta.ch/i3f/v21/1983732/full/304/0/default.jpg
image_2105,https://www.e-manuscripta.ch/i3f/v20/1983735/manifest,https://www.e-manuscripta.ch/i3f/v21/1983736/full/304/0/default.jpg
image_2106,https://www.e-manuscripta.ch/i3f/v20/1983740/manifest,https://www.e-manuscripta.ch/i3f/v21/1983741/full/304/0/default.jpg
image_2107,https://www.e-manuscripta.ch/i3f/v20/1983745/manifest,https://www.e-manuscripta.ch/i3f/v21/1983746/full/304/0/default.jpg
image_2269,https://www.e-manuscripta.ch/i3f/v20/1983749/manifest,https://www.e-manuscripta.ch/i3f/v21/1983750/full/304/0/default.jpg
image_2270,https://www.e-manuscripta.ch/i3f/v20/1983754/manifest,https://www.e-manuscripta.ch/i3f/v21/1983755/full/304/0/default.jpg
image_2271,https://www.e-manuscripta.ch/i3f/v20/1983758/manifest,https://www.e-manuscripta.ch/i3f/v21/1983759/full/304/0/default.jpg
image_2272,https://www.e-manuscripta.ch/i3f/v20/1983763/manifest,https://www.e-manuscripta.ch/i3f/v21/1983764/full/304/0/default.jpg
image_2273,https://www.e-manuscripta.ch/i3f/v20/1983768/manifest,https://www.e-manuscripta.ch/i3f/v21/1983769/full/304/0/default.jpg
image_2274,https://www.e-manuscripta.ch/i3f/v20/1983773/manifest,https://www.e-manuscripta.ch/i3f/v21/1983774/full/304/0/default.jpg
image_2275,https://www.e-manuscripta.ch/i3f/v20/1983778/manifest,https://www.e-manuscripta.ch/i3f/v21/1983779/full/304/0/default.jpg
image_2276,https://www.e-manuscripta.ch/i3f/v20/1983783/manifest,https://www.e-manuscripta.ch/i3f/v21/1983784/full/304/0/default.jpg
image_2277,https://www.e-manuscripta.ch/i3f/v20/1983787/manifest,https://www.e-manuscripta.ch/i3f/v21/1983788/full/304/0/default.jpg
image_2278,https://www.e-manuscripta.ch/i3f/v20/1983792/manifest,https://www.e-manuscripta.ch/i3f/v21/1983793/full/304/0/default.jpg
image_2279,,
image_2280,,
image_2281,,
image_2282,,
image_2283,,
image_2284,,
image_2285,,
image_2286,https://www.e-manuscripta.ch/i3f/v20/1983797/manifest,https://www.e-manuscripta.ch/i3f/v21/1983798/full/304/0/default.jpg
image_2287,https://www.e-manuscripta.ch/i3f/v20/1983802/manifest,https://www.e-manuscripta.ch/i3f/v21/1983804/full/304/0/default.jpg
image_2288,https://www.e-manuscripta.ch/i3f/v20/1983807/manifest,https://www.e-manuscripta.ch/i3f/v21/1983808/full/304/0/default.jpg
image_2289,https://www.e-manuscripta.ch/i3f/v20/1983812/manifest,https://www.e-manuscripta.ch/i3f/v21/1983813/full/304/0/default.jpg
image_2290,https://www.e-manuscripta.ch/i3f/v20/1983817/manifest,https://www.e-manuscripta.ch/i3f/v21/1983818/full/304/0/default.jpg
image_2291,https://www.e-manuscripta.ch/i3f/v20/1983822/manifest,https://www.e-manuscripta.ch/i3f/v21/1983823/full/304/0/default.jpg
image_2292,https://www.e-manuscripta.ch/i3f/v20/1983827/manifest,https://www.e-manuscripta.ch/i3f/v21/1983828/full/304/0/default.jpg
image_2293,https://www.e-manuscripta.ch/i3f/v20/1983832/manifest,https://www.e-manuscripta.ch/i3f/v21/1983833/full/304/0/default.jpg
image_2294,https://www.e-manuscripta.ch/i3f/v20/1983837/manifest,https://www.e-manuscripta.ch/i3f/v21/1983838/full/304/0/default.jpg
image_2295,https://www.e-manuscripta.ch/i3f/v20/1983841/manifest,https://www.e-manuscripta.ch/i3f/v21/1983842/full/304/0/default.jpg
image_2296,https://www.e-manuscripta.ch/i3f/v20/1983846/manifest,https://www.e-manuscripta.ch/i3f/v21/1983847/full/304/0/default.jpg
image_2297,https://www.e-manuscripta.ch/i3f/v20/1983851/manifest,https://www.e-manuscripta.ch/i3f/v21/1983852/full/304/0/default.jpg
image_2298,https://www.e-manuscripta.ch/i3f/v20/1983855/manifest,https://www.e-manuscripta.ch/i3f/v21/1983856/full/304/0/default.jpg
image_2299,https://www.e-manuscripta.ch/i3f/v20/1983860/manifest,https://www.e-manuscripta.ch/i3f/v21/1983861/full/304/0/default.jpg
image_2300,https://www.e-manuscripta.ch/i3f/v20/1983865/manifest,https://www.e-manuscripta.ch/i3f/v21/1983866/full/304/0/default.jpg
image_2301,https://www.e-manuscripta.ch/i3f/v20/1983870/manifest,https://www.e-manuscripta.ch/i3f/v21/1983871/full/304/0/default.jpg
image_2302,https://www.e-manuscripta.ch/i3f/v20/1983874/manifest,https://www.e-manuscripta.ch/i3f/v21/1983875/full/304/0/default.jpg
image_2303,https://www.e-manuscripta.ch/i3f/v20/1983878/manifest,https://www.e-manuscripta.ch/i3f/v21/1983879/full/304/0/default.jpg
image_2304,https://www.e-manuscripta.ch/i3f/v20/1983888/manifest,https://www.e-manuscripta.ch/i3f/v21/1983889/full/304/0/default.jpg
image_2305,https://www.e-manuscripta.ch/i3f/v20/1983893/manifest,https://www.e-manuscripta.ch/i3f/v21/1983894/full/304/0/default.jpg
image_2306,https://www.e-manuscripta.ch/i3f/v20/1983898/manifest,https://www.e-manuscripta.ch/i3f/v21/1983899/full/304/0/default.jpg
image_2307,https://www.e-manuscripta.ch/i3f/v20/1983903/manifest,https://www.e-manuscripta.ch/i3f/v21/1983904/full/304/0/default.jpg
image_2308,https://www.e-manuscripta.ch/i3f/v20/1983908/manifest,https://www.e-manuscripta.ch/i3f/v21/1983909/full/304/0/default.jpg
image_2309,https://www.e-manuscripta.ch/i3f/v20/1983913/manifest,https://www.e-manuscripta.ch/i3f/v21/1983914/full/304/0/default.jpg
image_2310,https://www.e-manuscripta.ch/i3f/v20/1983917/manifest,https://www.e-manuscripta.ch/i3f/v21/1983918/full/304/0/default.jpg
image_2311,https://www.e-manuscripta.ch/i3f/v20/1983883/manifest,https://www.e-manuscripta.ch/i3f/v21/1983884/full/304/0/default.jpg
image_2312,https://www.e-manuscripta.ch/i3f/v20/1983930/manifest,https://www.e-manuscripta.ch/i3f/v21/1983931/full/304/0/default.jpg
image_2313,https://www.e-manuscripta.ch/i3f/v20/1983935/manifest,https://www.e-manuscripta.ch/i3f/v21/1983936/full/304/0/default.jpg
image_2314,https://www.e-manuscripta.ch/i3f/v20/1983939/manifest,https://www.e-manuscripta.ch/i3f/v21/1983940/full/304/0/default.jpg
image_2315,https://www.e-manuscripta.ch/i3f/v20/1983922/manifest,https://www.e-manuscripta.ch/i3f/v21/1983923/full/304/0/default.jpg
image_2316,https://www.e-manuscripta.ch/i3f/v20/1983926/manifest,https://www.e-manuscripta.ch/i3f/v21/1983927/full/304/0/default.jpg
image_2317,https://www.e-manuscripta.ch/i3f/v20/1985256/manifest,https://www.e-manuscripta.ch/i3f/v21/1985257/full/304/0/default.jpg
image_2318,https://www.e-manuscripta.ch/i3f/v20/1985260/manifest,https://www.e-manuscripta.ch/i3f/v21/1985261/full/304/0/default.jpg
image_2319,https://www.e-manuscripta.ch/i3f/v20/1985265/manifest,https://www.e-manuscripta.ch/i3f/v21/1985266/full/304/0/default.jpg
image_2320,https://www.e-manuscripta.ch/i3f/v20/1985270/manifest,https://www.e-manuscripta.ch/i3f/v21/1985271/full/304/0/default.jpg
image_2321,https://www.e-manuscripta.ch/i3f/v20/1985275/manifest,https://www.e-manuscripta.ch/i3f/v21/1985276/full/304/0/default.jpg
image_2322,https://www.e-manuscripta.ch/i3f/v20/1985279/manifest,https://www.e-manuscripta.ch/i3f/v21/1985280/full/304/0/default.jpg
image_2323,https://www.e-manuscripta.ch/i3f/v20/1985284/manifest,https://www.e-manuscripta.ch/i3f/v21/1985285/full/304/0/default.jpg
image_2324,https://www.e-manuscripta.ch/i3f/v20/1985288/manifest,https://www.e-manuscripta.ch/i3f/v21/1985289/full/304/0/default.jpg
image_2325,https://www.e-manuscripta.ch/i3f/v20/1985292/manifest,https://www.e-manuscripta.ch/i3f/v21/1985293/full/304/0/default.jpg
image_2326,https://www.e-manuscripta.ch/i3f/v20/1985297/manifest,https://www.e-manuscripta.ch/i3f/v21/1985298/full/304/0/default.jpg
image_2327,https://www.e-manuscripta.ch/i3f/v20/1985302/manifest,https://www.e-manuscripta.ch/i3f/v21/1985303/full/304/0/default.jpg
