letter_key,title,iiif_manifest_url,type,people_sending,people_addressed,date,von / an [provisorisch],place_of_sender,content_and_medium,folder_name,editorial_comments_1,ref_code_fonds,shelfmark,repository,repo_url,archival_history,rights,language,attachments,published_in,cited_in,editorial_comments_2
letter_0476,", 1936-03-14",https://iiif.ub.unibe.ch/presentation/v3/manifest/50490ffa-1c6e-45dd-a2a7-eccc65e09ee8,,,,1936-03-14,,,"2 Bl., Ts. (Kop.)",2,Datum erschlossen,,SLA-Schwarzenbach-A-1/050-b,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2078976,,,Deutsch,,,,
letter_0443,"Alfred Schwarzenbach an Annemarie Schwarzenbach, 1935-01-08",https://www.e-manuscripta.ch/i3f/v20/5508016/manifest,,"Schwarzenbach, Alfred","Schwarzenbach, Annemarie (1908-1942)",1935-01-08,Alfred Schwarzenbach an Annemarie Schwarzenbach,Thalwil,1 Brief,,,,,Zentralbibliothek Zürich,https://doi.org/10.7891/e-manuscripta-188123,,,,,,,
letter_0433,"Annemarie Schwarzenbach (Fritz) an Alfred Schwarzenbach, 1917-09-12",https://www.e-manuscripta.ch/i3f/v20/5294148/manifest,,"Schwarzenbach, Annemarie (1908-1942)","Schwarzenbach, Alfred",1917-09-12,Annemarie Schwarzenbach (Fritz) an Alfred Schwarzenbach,Landhaus Bocken (Horgen),1 Brief,,,,,Zentralbibliothek Zürich,https://doi.org/10.7891/e-manuscripta-184077,,,,,,,
letter_0431,"Annemarie Schwarzenbach (Fritz) und Suzanne Öhmann-Schwarzenbach an Alfred Schwarzenbach, 1917-09-05",https://www.e-manuscripta.ch/i3f/v20/5294136/manifest,,"Schwarzenbach, Annemarie (1908-1942)","Öhmann-Schwarzenbach, Suzanne; Schwarzenbach, Alfred",1917-09-05,Annemarie Schwarzenbach (Fritz) und Suzanne Öhmann-Schwarzenbach an Alfred Schwarzenbach,Landhaus Bocken (Horgen),1 Brief,,,,,Zentralbibliothek Zürich,https://doi.org/10.7891/e-manuscripta-184075,,,,,,,
letter_0152,"Annemarie Schwarzenbach an ?, 1942-05-01",https://www.monacensia-digital.de/i3f/v20/34301/manifest,,"Schwarzenbach, Annemarie",,1942-05-01,Annemarie Schwarzenbach an ?,Pacific Palisades,1 Br.-Kopie - Beil.: Kopie e. Pressest.,,,EM B 1303,,,https://www.monacensia-digital.de/content/titleinfo/34301,Nachl. Erika Mann/Briefe,oai:www.monacensia-digital.de/schwarzenbach:34301,,,Briefe von EM?,,Antwortbrief von Erika Mann
letter_0696,"Annemarie Schwarzenbach an Albrecht Haushofer, 1929",https://iiif.ub.unibe.ch/presentation/v3/manifest/f9203c5c-ed4d-4421-a7e3-ef0eaf93f514,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1929,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-004,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899299,,,Deutsch,1 Umschlag,,,
letter_0693,"Annemarie Schwarzenbach an Albrecht Haushofer, 1929-04-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/7093da6c-5c6e-4d83-9de9-446799136ad2,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1929-04-04,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-001,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899013,,,Deutsch,1 Umschlag,,,
letter_0694,"Annemarie Schwarzenbach an Albrecht Haushofer, 1929-06-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/6e3f5cf8-6a9c-40b4-990f-e9c732dfd53b,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1929-06-21,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-002,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899259,,,Deutsch,1 Umschlag,,,
letter_0695,"Annemarie Schwarzenbach an Albrecht Haushofer, 1929-08-08",https://iiif.ub.unibe.ch/presentation/v3/manifest/e4875a37-151f-4f76-82de-9ecc5d83c502,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1929-08-08,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-003,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899298,,,Deutsch,,,,
letter_0697,"Annemarie Schwarzenbach an Albrecht Haushofer, 1929-12-27",https://iiif.ub.unibe.ch/presentation/v3/manifest/c6f72b65-2a1f-4780-8bbb-37c081a652dd,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1929-12-27,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-005,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899300,,,Deutsch,1 Umschlag,,,
letter_0698,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-01-13",https://iiif.ub.unibe.ch/presentation/v3/manifest/3c7a0a5f-4894-4be9-aa33-345ff6ee1baa,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-01-13,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-006,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899301,,,Deutsch,1 Umschlag,,,
letter_0699,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-05-03",https://iiif.ub.unibe.ch/presentation/v3/manifest/6b0f31a8-c2a6-4b4e-a964-92c33870d137,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-05-03,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-007,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899302,,,Deutsch,1 Umschlag,,,
letter_0700,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-06-18",https://iiif.ub.unibe.ch/presentation/v3/manifest/566f98b1-ccd1-4ae9-8fb9-f42a2f29d74f,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-06-18,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,Jahr ist geschätzt,,SLA-Schwarzenbach-B-1-HAUA-008,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899303,,,Deutsch,,,,
letter_0701,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-06-26",https://iiif.ub.unibe.ch/presentation/v3/manifest/8feb631b-781a-4ea8-a931-3b475f40eda0,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-06-26,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-009,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899304,,,Deutsch,,,,
letter_0702,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-07-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/84bd6b45-8c33-4794-9f6d-d0e8b752284a,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-07-02,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-010,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899305,,,Deutsch,1 Umschlag,,,
letter_0703,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-07-27",https://iiif.ub.unibe.ch/presentation/v3/manifest/7e760c8f-e74e-489f-9e63-d3cbfa731be6,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-07-27,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-011,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899306,,,Deutsch,1 Umschlag,,,
letter_0704,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-10-25",https://iiif.ub.unibe.ch/presentation/v3/manifest/3ef91549-eec0-41af-9344-b4452e44f124,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-10-25,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-012,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899307,,,Deutsch,1 Umschlag,,,
letter_0705,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-11-30",https://iiif.ub.unibe.ch/presentation/v3/manifest/67d714be-6764-4bea-b64b-d63f50efbe33,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-11-30,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-013,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899308,,,Deutsch,,,,
letter_0706,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-12-06",https://iiif.ub.unibe.ch/presentation/v3/manifest/7c22ac7e-b49d-4b3e-b334-a7ffe5ccdf3e,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-12-06,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-014,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899309,,,Deutsch,,,,
letter_0707,"Annemarie Schwarzenbach an Albrecht Haushofer, 1930-12-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/fb020270-170d-4487-9241-c9a6a6d286a1,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1930-12-21,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-015,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899310,,,Deutsch,,,,
letter_0708,"Annemarie Schwarzenbach an Albrecht Haushofer, 1931-01-23",https://iiif.ub.unibe.ch/presentation/v3/manifest/c7b93a1a-aefc-423d-8eb1-c0f2daf64436,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1931-01-23,Annemarie Schwarzenbach an Albrecht Haushofer,Horgen,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-016,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899311,,,Deutsch,1 Umschlag,,,
letter_0709,"Annemarie Schwarzenbach an Albrecht Haushofer, 1931-06-14",https://iiif.ub.unibe.ch/presentation/v3/manifest/7b90941d-c0a9-4a67-b14f-1f56e082e9c7,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1931-06-14,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-017,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899312,,,Deutsch,1 Umschlag,,,
letter_0710,"Annemarie Schwarzenbach an Albrecht Haushofer, 1931-11-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/eca02f5f-73e7-4575-a841-a9df01150346,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1931-11-12,Annemarie Schwarzenbach an Albrecht Haushofer,,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-018,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899313,,,Deutsch,,,,
letter_0711,"Annemarie Schwarzenbach an Albrecht Haushofer, 1931-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/af9b00ff-bfd4-4589-9be9-b60977534c2c,,"Schwarzenbach, Annemarie","Haushofer, Albrecht",1931-12,Annemarie Schwarzenbach an Albrecht Haushofer,Salzburg,1 Brief,21,,,SLA-Schwarzenbach-B-1-HAUA-019,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899314,,,Deutsch,,,,
letter_0432,"Annemarie Schwarzenbach an Alfred Schwarzenbach, 1935-03-21",https://www.e-manuscripta.ch/i3f/v20/5294143/manifest,,"Schwarzenbach, Annemarie (1908-1942)","Schwarzenbach, Alfred",1935-03-21,Annemarie Schwarzenbach an Alfred Schwarzenbach,Paris,1 Brief,,,,,Zentralbibliothek Zürich,https://doi.org/10.7891/e-manuscripta-184076,,,,,,,
letter_0794,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938",https://iiif.ub.unibe.ch/presentation/v3/manifest/0b6c4754-4980-48e0-b15a-9b4ed1507193,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938,Annemarie Schwarzenbach an Alfred Wolkenberg,,1 Karte,22,,,SLA-Schwarzenbach-B-1-WOL-006,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018386,,,Deutsch,,,,
letter_0790,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-05",https://iiif.ub.unibe.ch/presentation/v3/manifest/514cbcb1-dce9-41f9-9d85-5ff0a7dea34e,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-05,Annemarie Schwarzenbach an Alfred Wolkenberg,Samedan,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-002,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018380,,,Deutsch,,,,
letter_0789,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-05-07",https://iiif.ub.unibe.ch/presentation/v3/manifest/e21ad3f6-efcb-43ae-833a-f2900d4638ef,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-05-07,Annemarie Schwarzenbach an Alfred Wolkenberg,Samedan,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-001,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018376,,,Deutsch,,,,
letter_0792,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-06",https://iiif.ub.unibe.ch/presentation/v3/manifest/268de03f-4a9d-4058-8a2b-7cb01e544140,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-06,Annemarie Schwarzenbach an Alfred Wolkenberg,Lenzerheide,1 Postkarte,22,,,SLA-Schwarzenbach-B-1-WOL-004,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018382,,,Deutsch,,,,
letter_0791,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-06-07",https://iiif.ub.unibe.ch/presentation/v3/manifest/3f3d8924-55f4-47e5-9b6a-e054f0f8e8d1,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-06-07,Annemarie Schwarzenbach an Alfred Wolkenberg,Schloss Bothmar (Malans),1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-003,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018381,,,Deutsch,,,,
letter_0793,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-07",https://iiif.ub.unibe.ch/presentation/v3/manifest/dc06cfe9-f265-473a-9e31-92405120ab25,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-07,Annemarie Schwarzenbach an Alfred Wolkenberg,Kreuzlingen,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-005,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018384,,,Deutsch,,,,
letter_0795,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/8839efe9-4689-459b-b5d1-39c6eafdbc1c,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-10,Annemarie Schwarzenbach an Alfred Wolkenberg,Yverdon-les-Bains,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-007,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018388,,,Deutsch,,,,
letter_0796,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-11-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/f5302767-d4f5-4d7a-b5af-54b1631e0ede,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-11-11,Annemarie Schwarzenbach an Alfred Wolkenberg,Yverdon-les-Bains,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-008,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018389,,,Deutsch,,,,
letter_0797,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-11-27",https://iiif.ub.unibe.ch/presentation/v3/manifest/86a5fb42-bec8-4ae8-885c-15023c1ece18,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-11-27,Annemarie Schwarzenbach an Alfred Wolkenberg,Yverdon-les-Bains,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-009,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018392,,,Deutsch,,,,
letter_0798,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1938-12-07",https://iiif.ub.unibe.ch/presentation/v3/manifest/a27e09f0-d5fb-4c83-a2ae-c8dd04461af1,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1938-12-07,Annemarie Schwarzenbach an Alfred Wolkenberg,Yverdon-les-Bains,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-010,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018394,,,Deutsch,,,,
letter_0799,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1939-01-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/af5e6c15-1eef-48c5-beaf-dd4877f70068,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1939-01-04,Annemarie Schwarzenbach an Alfred Wolkenberg,Yverdon-les-Bains,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-011,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018395,,,Deutsch,,,,
letter_0800,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1939-06-18",https://iiif.ub.unibe.ch/presentation/v3/manifest/8661da58-41d3-4381-b15a-c4197c1a93b4,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1939-06-18,Annemarie Schwarzenbach an Alfred Wolkenberg,Beyoğlu (Istanbul),1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-012,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018398,,,Deutsch,,,,
letter_0801,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1940-12-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/349d4504-5a01-46d5-8503-af2456830bef,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1940-12-21,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,handschriftliche Annotation von Roger Perret unter Datum: [13.1.41]?,,SLA-Schwarzenbach-B-1-WOL-013,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018405,,,Deutsch,,,,
letter_0802,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-16",https://iiif.ub.unibe.ch/presentation/v3/manifest/933790af-062d-460d-9906-c231ad173f29,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-16,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-014,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018412,,,Deutsch¦Englisch,,,,
letter_0803,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/74d33ec6-20ff-4469-8247-d0bf50640c8c,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-21,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,"von Annemarie Schwarzenbach datiert auf 21.01.1940, von Roger Perret korrigiert zu 21.01.1941",,SLA-Schwarzenbach-B-1-WOL-015,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018414,,,Deutsch¦Englisch,,,,
letter_0804,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-22",https://iiif.ub.unibe.ch/presentation/v3/manifest/3470eade-6988-47c9-9fe8-4798556977af,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-22,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,handschriftliche Annotation von Roger Perret zu Datum: [22.1.40?],,SLA-Schwarzenbach-B-1-WOL-016,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018419,,,Deutsch,,,,
letter_0805,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-24",https://iiif.ub.unibe.ch/presentation/v3/manifest/9d36f77d-1290-4b65-8bab-403fc269b9bc,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-24,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,handschriftliche Annotation von Roger Perret zu Datum: [24.1.41?],,SLA-Schwarzenbach-B-1-WOL-017,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018522,,,Deutsch¦Englisch,,,,Erwähnung von Dorothy Thompson!!!
letter_0806,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-28",https://iiif.ub.unibe.ch/presentation/v3/manifest/d3c2fdb5-8650-40ca-8512-7f669126ce22,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-28,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,handschriftlicheErgönzung von Roger Perret zu Datum: 41,,SLA-Schwarzenbach-B-1-WOL-018,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018529,,,Deutsch¦Englisch,,,,
letter_0807,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-01-29",https://iiif.ub.unibe.ch/presentation/v3/manifest/07a1a7cf-5a4b-4afb-b0f0-9896c0be80b2,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-01-29,Annemarie Schwarzenbach an Alfred Wolkenberg,"White Plains, NY",1 Brief,22,handschriftliche Annotation von Roger Perret zu Datum: [29.1.41?],,SLA-Schwarzenbach-B-1-WOL-019,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018531,,,Deutsch,,,,
letter_0808,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-02-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/271dd751-c5bf-4093-8db9-17c6dfebbaef,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-02-02,Annemarie Schwarzenbach an Alfred Wolkenberg,"New York, NY¦Lissabon",1 Brief,22,handschriftliche Ergänzung von Roger Perret zu Datum: 41,,SLA-Schwarzenbach-B-1-WOL-020,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018534,,,Deutsch,,,,
letter_0809,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-02-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/dcfa61e6-d109-4a93-9551-ac43c4cd9d8f,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-02-12,Annemarie Schwarzenbach an Alfred Wolkenberg,Lissabon,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-021,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018540,,,Deutsch,,,,
letter_0810,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-02-24",https://iiif.ub.unibe.ch/presentation/v3/manifest/0344aa9c-7d90-4819-8665-b990c9ab4e8a,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-02-24,Annemarie Schwarzenbach an Alfred Wolkenberg,Lissabon,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-022,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018541,,,Deutsch,,,,
letter_0811,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-04-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/83825981-6860-4138-a8eb-c2b4b546d3bc,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-04-01,Annemarie Schwarzenbach an Alfred Wolkenberg,Sils/Segl Baselgia,1 Brief,22,handschriftliche Ergänzung von Roger Perret zu Datum: 1941,,SLA-Schwarzenbach-B-1-WOL-023,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018543,,,Deutsch,,,,
letter_0812,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-07-30",https://iiif.ub.unibe.ch/presentation/v3/manifest/ac8ff8bb-3837-4ba5-9f3c-0df0f693d285,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-07-30,Annemarie Schwarzenbach an Alfred Wolkenberg,Molanda,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-024,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018547,,,Deutsch,,,,AS denke manchmal an schwere Monate in USA zurück
letter_0813,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1941-12-27",https://iiif.ub.unibe.ch/presentation/v3/manifest/334eab3b-dbfc-4d2b-8138-ca1d6a8e3efa,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1941-12-27,Annemarie Schwarzenbach an Alfred Wolkenberg,Mbanza-Ngungu,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-025,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018551,,,Englisch,,,,
letter_0814,"Annemarie Schwarzenbach an Alfred Wolkenberg, 1942-05-22",https://iiif.ub.unibe.ch/presentation/v3/manifest/5637b2d8-4b3f-4658-b54b-d762fd08f758,,"Schwarzenbach, Annemarie","Wolkenberg, Alfred",1942-05-22,Annemarie Schwarzenbach an Alfred Wolkenberg,Lissabon,1 Brief,22,,,SLA-Schwarzenbach-B-1-WOL-026,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=2018553,,,Englisch,,,,
letter_0557,"Annemarie Schwarzenbach an Anita Forrer, 1938-05",https://iiif.ub.unibe.ch/presentation/v3/manifest/fca8be63-0e89-4d12-a851-4aa7d20939b5,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-05,Annemarie Schwarzenbach an Anita Forrer,Samedan,1 Brief,20,Dienstag vormittag,,SLA-Schwarzenbach-B-1-FOR-002,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898286,,,Deutsch,,,,AS in schlechtem Gesundheitszustand; Insulin-Kur; erzählt von Problemen in Persien; Scheidung von Claude
