letter_key,title,iiif_manifest_url,type,people_sending,people_addressed,date,von / an [provisorisch],place_of_sender,content_and_medium,folder_name,editorial_comments_1,ref_code_fonds,shelfmark,repository,repo_url,archival_history,rights,language,attachments,published_in,cited_in,editorial_comments_2
letter_0622,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/c5f79f04-5d3f-409e-815d-3ad84891a9db,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,Horgen,1 Brief,20,"Freitag nacht, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-067,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898943,,,Deutsch,,,,
letter_0623,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/e82e04fa-ea1f-4e57-a20e-2c09ec6d4e9b,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,"Diesntag, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-068,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898944,,,Deutsch,,,,
letter_0624,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/2cda90e3-416b-4d65-b042-4911b8f6a210,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Sonntag, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-069,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898945,,,Deutsch,,,,
letter_0625,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/b3ba8267-0ee2-445c-825b-ad163dd1792b,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Dienstag abend, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-070,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898946,,,Deutsch,,,,
letter_0626,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/fcc3c973-d877-4242-ae85-a3373fe44775,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,"Freitag abend, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-071,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898947,,,Deutsch,,,,
letter_0628,"Annemarie Schwarzenbach an Anita Forrer, 1938-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/2cd7d7eb-df6e-41b6-a72d-903fe4fe9326,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Datum ist geschätzt,,SLA-Schwarzenbach-B-1-FOR-073,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898949,,,Deutsch,,,,
letter_0627,"Annemarie Schwarzenbach an Anita Forrer, 1938-10-19",https://iiif.ub.unibe.ch/presentation/v3/manifest/cb46655e-16af-4001-97c0-5ff5dbf5cd1e,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10-19,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-072,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898948,,,Deutsch,,,,
letter_0629,"Annemarie Schwarzenbach an Anita Forrer, 1938-10-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/132cfa7e-ff3e-47df-9107-dfb4d65c8758,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10-21,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-074,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898950,,,Deutsch,,,,
letter_0630,"Annemarie Schwarzenbach an Anita Forrer, 1938-10-31",https://iiif.ub.unibe.ch/presentation/v3/manifest/48a4b852-d9ff-4902-9a52-ac08122e64c7,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-10-31,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-075,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898951,,,Deutsch,,,,
letter_0633,"Annemarie Schwarzenbach an Anita Forrer, 1938-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/4135e1cd-4702-4c4e-a1e2-efe83cf48cef,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Datum ist geschätzt,,SLA-Schwarzenbach-B-1-FOR-078,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898972,,,Deutsch,,,,
letter_0635,"Annemarie Schwarzenbach an Anita Forrer, 1938-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/d5615f35-57f8-4f60-8147-0141627cc6c8,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Sonntag abend, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-080,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898974,,,Deutsch,,,,
letter_0637,"Annemarie Schwarzenbach an Anita Forrer, 1938-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/4f7986ed-4b60-47b2-b6e2-bf36dda8a1c9,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Montag abend,,SLA-Schwarzenbach-B-1-FOR-082,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898976,,,Deutsch,,,,Abzahlung eines Autos aus den USA
letter_0640,"Annemarie Schwarzenbach an Anita Forrer, 1938-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/a9a9c133-87dc-45c6-9a56-b075500c55b5,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Sonntag vormittag,,SLA-Schwarzenbach-B-1-FOR-085,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898979,,,Deutsch,,,,
letter_0642,"Annemarie Schwarzenbach an Anita Forrer, 1938-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/b04ad6f1-bbed-4aa6-ba6a-b0a42dcf5a74,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Donnerstag mittag,,SLA-Schwarzenbach-B-1-FOR-087,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898981,,,Deutsch,,,,AS erwähnt Beinerkrankung in den USA
letter_0631,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-05",https://iiif.ub.unibe.ch/presentation/v3/manifest/b94c1215-ca70-4c09-858d-92c10600b858,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-05,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Samstag,,SLA-Schwarzenbach-B-1-FOR-076,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898969,,,Deutsch,,,,
letter_0632,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-09",https://iiif.ub.unibe.ch/presentation/v3/manifest/675b3216-5b72-4732-9ef3-d7a3e36359d3,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-09,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,abends,,SLA-Schwarzenbach-B-1-FOR-077,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898971,,,Deutsch,,,,
letter_0634,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-16",https://iiif.ub.unibe.ch/presentation/v3/manifest/42464f56-98a5-43d0-94ca-6c2875654b31,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-16,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-079,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898973,,,Deutsch,,,,
letter_0636,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-19",https://iiif.ub.unibe.ch/presentation/v3/manifest/7073aa98-2274-4b72-9003-bbbbf236a653,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-19,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Samstag,,SLA-Schwarzenbach-B-1-FOR-081,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898975,,,Deutsch,,,,
letter_0638,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-21",https://iiif.ub.unibe.ch/presentation/v3/manifest/8d30d3b1-0903-4416-a7e0-571928800e4d,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-21,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-083,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898977,,,Deutsch,,,,
letter_0639,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-26",https://iiif.ub.unibe.ch/presentation/v3/manifest/93913097-70ab-4154-a37f-7091f59619db,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-26,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-084,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898978,,,Deutsch,,,,
letter_0641,"Annemarie Schwarzenbach an Anita Forrer, 1938-11-30",https://iiif.ub.unibe.ch/presentation/v3/manifest/ca4b04fb-9256-4428-b486-a93945096c04,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-11-30,Annemarie Schwarzenbach an Anita Forrer,,2 Briefe,20,,,SLA-Schwarzenbach-B-1-FOR-086,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898980,,,Deutsch,,,,
letter_0644,"Annemarie Schwarzenbach an Anita Forrer, 1938-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/ed4f1c40-ae70-4351-94b8-1b2bdb81aa50,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Donnerstag,,SLA-Schwarzenbach-B-1-FOR-089,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898985,,,Deutsch,,,,
letter_0656,"Annemarie Schwarzenbach an Anita Forrer, 1938-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/c9e6d772-96ae-4a79-8377-1e44aad9d6d2,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Donnerstag früh, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-101,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898998,,,Deutsch,,,,
letter_0643,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/7174983b-59c1-46af-8acd-a5e79222125e,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-01,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Donnerstag abends 9 Uhr,,SLA-Schwarzenbach-B-1-FOR-088,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898984,,,Deutsch,,,,
letter_0645,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-03-1938-12-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/77cb415c-3e6a-4dd8-bf48-75ea8bb4c4d9,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-03-1938-12-04,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,"Sonntag, Datum nicht eindeutig",,SLA-Schwarzenbach-B-1-FOR-090,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898986,,,Deutsch,,,,
letter_0646,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/0df68509-3446-42fa-837b-238abef1d0b8,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-04,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Montag,,SLA-Schwarzenbach-B-1-FOR-091,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898987,,,Deutsch,,,,
letter_0647,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/96e0fa60-7235-4459-adc6-0be4f27af6a0,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-04,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,"Montag abend des gleichen Tags, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-092,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898988,,,Deutsch,,,,
letter_0648,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-07",https://iiif.ub.unibe.ch/presentation/v3/manifest/3e5c3b2f-1496-4b41-ac2d-e18678b918b1,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-07,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Mittwoch,,SLA-Schwarzenbach-B-1-FOR-093,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898989,,,Deutsch,,,,
letter_0649,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-08",https://iiif.ub.unibe.ch/presentation/v3/manifest/0540ac38-ce0d-49bb-8003-882293baefd3,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-08,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Donnerstag,,SLA-Schwarzenbach-B-1-FOR-094,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898990,,,Deutsch,,,,
letter_0650,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-10",https://iiif.ub.unibe.ch/presentation/v3/manifest/5b47c5ff-7ccf-4b04-9aab-c92f751cf519,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-10,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Samstag,,SLA-Schwarzenbach-B-1-FOR-095,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898991,,,Deutsch,,,,
letter_0651,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/261e28e7-dd4e-48e8-9594-56a987f9b2a2,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-11,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Testament (Abschrift),20,,,SLA-Schwarzenbach-B-1-FOR-096,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898993,,,Deutsch,,,,
letter_0652,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-12",https://iiif.ub.unibe.ch/presentation/v3/manifest/bf797a1f-45f3-4834-b8ab-369aed94a77b,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-12,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,abends,,SLA-Schwarzenbach-B-1-FOR-097,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898994,,,Deutsch,,,,
letter_0653,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-15",https://iiif.ub.unibe.ch/presentation/v3/manifest/ad7d30ad-6ee2-4917-afe6-58f8addf8936,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-15,Annemarie Schwarzenbach an Anita Forrer,Chur,1 Telegramm,20,,,SLA-Schwarzenbach-B-1-FOR-098,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898995,,,Deutsch,,,,
letter_0654,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-15",https://iiif.ub.unibe.ch/presentation/v3/manifest/fdc7326a-5e53-4395-9394-0f8c0082c1de,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-15,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-099,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898996,,,Deutsch,,,,
letter_0655,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-15",https://iiif.ub.unibe.ch/presentation/v3/manifest/c23f6b0f-8d17-4ef3-a5f9-12febce45e96,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-15,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-100,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898997,,,Deutsch,,,,
letter_0657,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-29",https://iiif.ub.unibe.ch/presentation/v3/manifest/7b789f5d-cee9-42e7-b176-0f40d24dffd8,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-29,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-102,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898999,,,Deutsch,,,,
letter_0658,"Annemarie Schwarzenbach an Anita Forrer, 1938-12-30",https://iiif.ub.unibe.ch/presentation/v3/manifest/68dcbe0c-bfc5-40a5-acec-c75847b980eb,,"Schwarzenbach, Annemarie","Forrer, Anita",1938-12-30,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,vormittags,,SLA-Schwarzenbach-B-1-FOR-103,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899041,,,Deutsch,,,,
letter_0659,"Annemarie Schwarzenbach an Anita Forrer, 1939-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/1e79d4f1-109f-43d3-b777-4dbff188470c,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Datum ist geschätzt,,SLA-Schwarzenbach-B-1-FOR-104,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899044,,,Deutsch,,,,
letter_0664,"Annemarie Schwarzenbach an Anita Forrer, 1939-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/8a7a313d-2166-4c58-b56e-c6d9304a2171,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Mittwoch, 11 Uhr nachts, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-109,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899050,,,Deutsch,,,,
letter_0665,"Annemarie Schwarzenbach an Anita Forrer, 1939-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/0d664305-10c0-4bf5-8402-c41d1ed874c8,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Dienstag Abends, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-110,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899167,,,Deutsch,,,,
letter_0660,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-01",https://iiif.ub.unibe.ch/presentation/v3/manifest/27cd8d41-755b-4c9b-b9b0-fd64cfbdd2e2,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-01,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,abends,,SLA-Schwarzenbach-B-1-FOR-105,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899046,,,Deutsch,,,,
letter_0661,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-04",https://iiif.ub.unibe.ch/presentation/v3/manifest/dab08437-2675-4dbf-8ab7-2c9d3272944b,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-04,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-106,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899047,,,Deutsch,,,,
letter_0662,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-09",https://iiif.ub.unibe.ch/presentation/v3/manifest/a5dd3b82-f2be-41ac-a830-e18b1cce5a86,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-09,Annemarie Schwarzenbach an Anita Forrer,,1 Brief,20,Montag,,SLA-Schwarzenbach-B-1-FOR-107,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899048,,,Deutsch,,,,
letter_0663,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-16",https://iiif.ub.unibe.ch/presentation/v3/manifest/f09852e1-f851-4cea-8bb9-86645ceae8ea,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-16,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Montag,,SLA-Schwarzenbach-B-1-FOR-108,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1899049,,,Deutsch,,,,
letter_0666,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-1939-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/3c749d17-750e-473f-8ec4-5b95fc0fc4ca,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-1939-02,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Samstag abend 7 Uhr,,SLA-Schwarzenbach-B-1-FOR-111,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898704,,,Deutsch,,,,
letter_0668,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-1939-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/2712308c-adcf-4ebd-99d3-8fe4dcb84d2c,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-1939-02,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Sonntag, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-113,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898718,,,Deutsch,,,,
letter_0667,"Annemarie Schwarzenbach an Anita Forrer, 1939-01-25",https://iiif.ub.unibe.ch/presentation/v3/manifest/5ffc8119-cae2-4974-8bba-0ecc97cadca7,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-01-25,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,abends,,SLA-Schwarzenbach-B-1-FOR-112,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898716,,,Deutsch,,,,
letter_0670,"Annemarie Schwarzenbach an Anita Forrer, 1939-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/99c60a32-06a2-4962-97ab-1b4a3764f454,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,Datum ist geschätzt,,SLA-Schwarzenbach-B-1-FOR-115,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898720,,,Deutsch,,,,
letter_0671,"Annemarie Schwarzenbach an Anita Forrer, 1939-02",https://iiif.ub.unibe.ch/presentation/v3/manifest/ea837ca3-bb96-46fd-842a-75a81d153b66,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,"Montag früh, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-116,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898721,,,Deutsch,,,,
letter_0669,"Annemarie Schwarzenbach an Anita Forrer, 1939-02-14",https://iiif.ub.unibe.ch/presentation/v3/manifest/5b1d1588-0ad0-4b2a-b998-52646a2aa7d5,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02-14,Annemarie Schwarzenbach an Anita Forrer,Yverdon-les-Bains,1 Brief,20,,,SLA-Schwarzenbach-B-1-FOR-114,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898719,,,Deutsch,,,,
letter_0673,"Annemarie Schwarzenbach an Anita Forrer, 1939-02-1939-03",https://iiif.ub.unibe.ch/presentation/v3/manifest/084f9361-17cb-40d0-b7a0-389fd413cf2d,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02-1939-03,Annemarie Schwarzenbach an Anita Forrer,Sils/Segl Baselgia,1 Brief,20,"Freitag vormittag, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-118,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898723,,,Deutsch,,,,
letter_0674,"Annemarie Schwarzenbach an Anita Forrer, 1939-02-1939-03",https://iiif.ub.unibe.ch/presentation/v3/manifest/3bad560b-2408-469b-9c2e-f13175ce23c8,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02-1939-03,Annemarie Schwarzenbach an Anita Forrer,Sils/Segl Baselgia,1 Brief,20,"Sonntag abend, Datum ist geschätzt",,SLA-Schwarzenbach-B-1-FOR-119,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898724,,,Deutsch,,,,
letter_0672,"Annemarie Schwarzenbach an Anita Forrer, 1939-02-23",https://iiif.ub.unibe.ch/presentation/v3/manifest/b5c7db72-a117-431f-9adf-d5ebf67a9e51,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-02-23,Annemarie Schwarzenbach an Anita Forrer,Horgen,1 Postkarte,20,Dienstag früh,,SLA-Schwarzenbach-B-1-FOR-117,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898722,,,Deutsch,,,,
letter_0675,"Annemarie Schwarzenbach an Anita Forrer, 1939-03-11",https://iiif.ub.unibe.ch/presentation/v3/manifest/5a22a81c-3574-4c03-8226-fd9c4de496e7,,"Schwarzenbach, Annemarie","Forrer, Anita",1939-03-11,Annemarie Schwarzenbach an Anita Forrer,Sils/Segl Baselgia,1 Brief,20,Sonntag,,SLA-Schwarzenbach-B-1-FOR-120,Schweizerisches Literaturarchiv (SLA),https://www.helveticarchives.ch/detail.aspx?ID=1898725,,,Deutsch,,,,
