photo_id,label,iiif_manifest,id_sla,title,date,date_normalised,travel,photographer,people_on_photo,characteristics,comments_1,captions_1,captions_2,signatures,stamp,orientation,shape,url_helveticarchives,url_wikimedia,url_emanuscripta,iiif_manifest_emanuscripta,repository,published_in,mentioned_in,comments_2
image_2513,"Schweden: Landschaft, Juni 1937 [SLA-Schwarzenbach-A-5-17/113]",,SLA-Schwarzenbach-A-5-17/113,Schweden: Landschaft,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Hügelige Landschaft,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256473,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Landschaft_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-113.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73409,https://www.e-manuscripta.ch/i3f/v20/1986164/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2514,"Schweden: Landschaft, Juni 1937 [SLA-Schwarzenbach-A-5-17/114]",,SLA-Schwarzenbach-A-5-17/114,Schweden: Landschaft,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Holzgestelle mit Heu zum Trocknen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256474,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Landschaft_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-114.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73410,https://www.e-manuscripta.ch/i3f/v20/1986169/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2515,"Schweden, Strömsholm: Schloss, Juni 1937 [SLA-Schwarzenbach-A-5-17/115]",,SLA-Schwarzenbach-A-5-17/115,"Schweden, Strömsholm: Schloss",Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Eine Gruppe Soldaten vor dem Schloss,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256475,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Str%C3%B6msholm-_Schloss_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-115.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73411,https://www.e-manuscripta.ch/i3f/v20/1986174/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2516,"Schweden: Landschaft, Juni 1937 [SLA-Schwarzenbach-A-5-17/116]",,SLA-Schwarzenbach-A-5-17/116,Schweden: Landschaft,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Holzgestelle mit Heu zum Trocknen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256476,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Landschaft_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-116.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73412,https://www.e-manuscripta.ch/i3f/v20/1986178/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2517,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/119]",,SLA-Schwarzenbach-A-5-17/119,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)","Hamilton-Wright, Barbara¦Logan, Michael","schwarz-weiss, nicht aufgezogen",Barbara Hamilton-Wright mit Michael Logan an einer Tankstelle,"Schweden unterwegs, Juni 37¦Tankstelle [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256479,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-119.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73413,https://www.e-manuscripta.ch/i3f/v20/1986183/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2518,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/120]",,SLA-Schwarzenbach-A-5-17/120,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)","Logan, Michael¦Hamilton-Wright, Barbara","schwarz-weiss, nicht aufgezogen",Barbara Hamilton-Wright mit Michael Logan auf einem Feld,"Schweden unterwegs, Juni 37 [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256480,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-120.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73414,https://www.e-manuscripta.ch/i3f/v20/1986188/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2519,"Schweden, Upsala (Uppsala): Kirche, Juni 1937 [SLA-Schwarzenbach-A-5-17/122]",,SLA-Schwarzenbach-A-5-17/122,"Schweden, Upsala (Uppsala): Kirche",Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Gebäude aus Holz,Schweden: Alte Holzkirche bei Upsala,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256481,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Upsala_%28Uppsala%29-_Kirche_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-122.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73415,https://www.e-manuscripta.ch/i3f/v20/1986193/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2520,"Schweden: Landschaft, Juni 1937 [SLA-Schwarzenbach-A-5-17/124]",,SLA-Schwarzenbach-A-5-17/124,Schweden: Landschaft,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Holzgestelle mit Heu zum Trocknen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256987,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Landschaft_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-124.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73416,https://www.e-manuscripta.ch/i3f/v20/1986198/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2521,"Schweden, Strömsholm: Schloss, Juni 1937 [SLA-Schwarzenbach-A-5-17/125]",,SLA-Schwarzenbach-A-5-17/125,"Schweden, Strömsholm: Schloss",Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Eine Gruppe Soldaten,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256988,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Str%C3%B6msholm-_Schloss_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-125.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73417,https://www.e-manuscripta.ch/i3f/v20/1986202/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2522,"Schweden, Upsala (Uppsala): Kirche, Juni 1937 [SLA-Schwarzenbach-A-5-17/126]",,SLA-Schwarzenbach-A-5-17/126,"Schweden, Upsala (Uppsala): Kirche",Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen","Backsteingebäude, daneben Holzkirche",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256989,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Upsala_%28Uppsala%29-_Kirche_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-126.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73418,https://www.e-manuscripta.ch/i3f/v20/1986207/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2523,"Schweden, Strömsholm: Schloss, Juni 1937 [SLA-Schwarzenbach-A-5-17/127]",,SLA-Schwarzenbach-A-5-17/127,"Schweden, Strömsholm: Schloss",Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schloss von der Vorderseite,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256990,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Str%C3%B6msholm-_Schloss_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-127.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73419,https://www.e-manuscripta.ch/i3f/v20/1986211/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2524,"Schweden: Boot, Juni 1937 [SLA-Schwarzenbach-A-5-17/128]",,SLA-Schwarzenbach-A-5-17/128,Schweden: Boot,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Mann beim Befestigen eines Segels,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256991,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Boot_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-128.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73420,https://www.e-manuscripta.ch/i3f/v20/1986216/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2525,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/129]",,SLA-Schwarzenbach-A-5-17/129,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Ältere Frau auf einem Pier,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256992,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-129.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73421,https://www.e-manuscripta.ch/i3f/v20/1986221/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2526,"Schweden: Boot, Juni 1937 [SLA-Schwarzenbach-A-5-17/130]",,SLA-Schwarzenbach-A-5-17/130,Schweden: Boot,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Männer auf einem Segelboot,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256993,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Boot_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-130.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73422,https://www.e-manuscripta.ch/i3f/v20/1986226/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2527,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/131]",,SLA-Schwarzenbach-A-5-17/131,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiffe an den Docks,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256994,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-131.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73423,https://www.e-manuscripta.ch/i3f/v20/1986230/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2528,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/132]",,SLA-Schwarzenbach-A-5-17/132,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Dockanlagen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256995,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-132.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73424,https://www.e-manuscripta.ch/i3f/v20/1986235/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2529,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/133]",,SLA-Schwarzenbach-A-5-17/133,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Transportschiff,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256996,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-133.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73425,https://www.e-manuscripta.ch/i3f/v20/1986240/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2530,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/134]",,SLA-Schwarzenbach-A-5-17/134,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256997,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-134.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73426,https://www.e-manuscripta.ch/i3f/v20/1986244/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2531,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/135]",,SLA-Schwarzenbach-A-5-17/135,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256998,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-135.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73427,https://www.e-manuscripta.ch/i3f/v20/1986248/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2532,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/136]",,SLA-Schwarzenbach-A-5-17/136,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Junge Männer,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=256999,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-136.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73428,https://www.e-manuscripta.ch/i3f/v20/1986253/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2533,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/137]",,SLA-Schwarzenbach-A-5-17/137,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Junge Männer,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257000,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-137.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73429,https://www.e-manuscripta.ch/i3f/v20/1986257/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2534,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/138]",,SLA-Schwarzenbach-A-5-17/138,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Junge Männer in einer Gruppe,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257001,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-138.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73430,https://www.e-manuscripta.ch/i3f/v20/1986261/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2535,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/139]",,SLA-Schwarzenbach-A-5-17/139,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Männer in Uniform an einem See,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257002,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-139.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73431,https://www.e-manuscripta.ch/i3f/v20/1986266/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2536,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/140]",,SLA-Schwarzenbach-A-5-17/140,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Junge Männer vor Segelbooten,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257003,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-140.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73432,https://www.e-manuscripta.ch/i3f/v20/1986270/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2537,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/141]",,SLA-Schwarzenbach-A-5-17/141,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Uniformierter Mann,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257004,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-141.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73433,https://www.e-manuscripta.ch/i3f/v20/1986275/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2538,"Schweden: Menschen, Juni 1937 [SLA-Schwarzenbach-A-5-17/142]",,SLA-Schwarzenbach-A-5-17/142,Schweden: Menschen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Junge Männer vor Segelbooten,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257005,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-142.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73434,https://www.e-manuscripta.ch/i3f/v20/1986280/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2539,"Schweden: Landschaft, Juni 1937 [SLA-Schwarzenbach-A-5-17/143]",,SLA-Schwarzenbach-A-5-17/143,Schweden: Landschaft,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Bäume am Wasser,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257597,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Landschaft_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-143.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73435,https://www.e-manuscripta.ch/i3f/v20/1986285/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2540,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/144]",,SLA-Schwarzenbach-A-5-17/144,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257598,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-144.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73436,https://www.e-manuscripta.ch/i3f/v20/1986289/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2541,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/145]",,SLA-Schwarzenbach-A-5-17/145,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257599,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-145.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73437,https://www.e-manuscripta.ch/i3f/v20/1986294/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2542,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/146]",,SLA-Schwarzenbach-A-5-17/146,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Verladekrans mit Eisenbahnwagen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257600,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-146.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73438,https://www.e-manuscripta.ch/i3f/v20/1986298/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2543,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/147]",,SLA-Schwarzenbach-A-5-17/147,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257601,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-147.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73439,https://www.e-manuscripta.ch/i3f/v20/1986303/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2544,"Schweden: Hafen, Juni 1937 [SLA-Schwarzenbach-A-5-17/148]",,SLA-Schwarzenbach-A-5-17/148,Schweden: Hafen,Juni 1937,1937-06,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Schiff neben einer Beladestation,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257602,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden-_Hafen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-148.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73440,https://www.e-manuscripta.ch/i3f/v20/1986307/manifest,Schweizerisches Literaturarchiv (SLA),,,
