photo_id,label,iiif_manifest,id_sla,title,date,date_normalised,travel,photographer,people_on_photo,characteristics,comments_1,captions_1,captions_2,signatures,stamp,orientation,shape,url_helveticarchives,url_wikimedia,url_emanuscripta,iiif_manifest_emanuscripta,repository,published_in,mentioned_in,comments_2
image_1960,"USA, Cincinnati/OH: Better Housing League, Mai 1925 [SLA-Schwarzenbach-A-5-12/004]",,SLA-Schwarzenbach-A-5-12/004,"USA, Cincinnati/OH: Better Housing League",Mai 1925,1925-05,Zweite USA-Reise,,,"schwarz-weiss, nicht aufgezogen",Innenräume eines Hauses,Better Housing League [Legende nicht von AS],"May - 1925¦Interior view of three room cottage on Muchmore Ave., Madisonville",nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=314200,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4068,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/040]",,SLA-Schwarzenbach-A-5-27/040,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen","Links von der Eingangstüre eine Erinnerungstafel an Richard Wagner, der 1883 im Palazzo verstorben ist | Eine Eingangstüre, dahinter ein Hof und ein Gebäude",,,nicht signiert,gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565599,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4069,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/041]",,SLA-Schwarzenbach-A-5-27/041,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Eine Halle mit Kronleuchtern und Steinboden,Halle,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565709,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4070,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/042]",,SLA-Schwarzenbach-A-5-27/042,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Eine Halle mit Wandteppichen und einem grossen Kamin,Esszimmer,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565710,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4071,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/043]",,SLA-Schwarzenbach-A-5-27/043,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Ein Raum mit Arbeitstischen und Büchergestellen und einem grossen Kamin,Arbeitszimmer,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565711,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4072,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/044]",,SLA-Schwarzenbach-A-5-27/044,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Ein Raum mit Tischen und Stühlen und Kronleuchtern,Musikzimmer,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565712,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4073,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/045]",,SLA-Schwarzenbach-A-5-27/045,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Ein Raum mit einem Bett in einem Alkoven,Mein Schlafzimmer,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565713,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4074,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/046]",,SLA-Schwarzenbach-A-5-27/046,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Ein Raum mit einem Kamin und einem Sofa,M. Schlafzimmer,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565714,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4075,"Italien, Venedig (Venezia): Palazzo Vendramin, September 1930 [SLA-Schwarzenbach-A-5-27/047]",,SLA-Schwarzenbach-A-5-27/047,"Italien, Venedig (Venezia): Palazzo Vendramin",September 1930,1930-09,Venedigreise 1930,,,"schwarz-weiss, nicht aufgezogen",Ein Raum mit bemalten Tapeten und einem Bett,Zimmer meiner Schwester,,nicht signiert,gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=565715,,,,Schweizerisches Literaturarchiv (SLA),,,
image_2428,"Schweiz, Horgen: Gutshof Bocken, Schweiz, Horgen, 1931 [SLA-Schwarzenbach-A-5-17/020]",,SLA-Schwarzenbach-A-5-17/020,"Schweiz, Horgen: Gutshof Bocken, Schweiz, Horgen",1931,1931,Schweiz,,"Schwarzenbach, Annemarie (1908-1942)¦Mann, Erika (1905-1969)","schwarz-weiss, nicht aufgezogen",Annemarie Schwarzenbach und Erika Mann,,,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=253918,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4031,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/001]",,SLA-Schwarzenbach-A-5-27/001,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ein Junge in einem Shirt mit einem aufgedruckten Schmetterling,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564316,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4032,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/002]",,SLA-Schwarzenbach-A-5-27/002,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ein Junge in einem Shirt mit einem aufgedruckten Schmetterling,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564592,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4033,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/003]",,SLA-Schwarzenbach-A-5-27/003,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen","Ein Junge in einem Shirt mit einem aufgedruckten Schmetterling, auf seiner Schulter ein junges Mädchen",(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564593,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4034,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/004]",,SLA-Schwarzenbach-A-5-27/004,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ein Junge und ein Mädchen neben einem Drahtzaun,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564594,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4035,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/005]",,SLA-Schwarzenbach-A-5-27/005,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ein Junge und ein Mädchen,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564595,,,,Schweizerisches Literaturarchiv (SLA),,,
image_4036,"Deutsches Reich, Berlin: Zirkuskind, 1931 [SLA-Schwarzenbach-A-5-27/006]",,SLA-Schwarzenbach-A-5-27/006,"Deutsches Reich, Berlin: Zirkuskind",1931,1931,Berlinreise 1931?,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen","Ein Frau neben einem Tisch am Brotschneiden, daneben zwei Mädchen, im Hintergrund ein Wagen mit der Anschrift Keil",(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=564596,,,,Schweizerisches Literaturarchiv (SLA),,,
image_2565,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/174]",,SLA-Schwarzenbach-A-5-17/174,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",2 Gebäude,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=257828,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-174.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73461,https://www.e-manuscripta.ch/i3f/v20/1986403/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2566,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/175]",,SLA-Schwarzenbach-A-5-17/175,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Weisses Gebäude mit Zufahrtsweg,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275070,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-175.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73462,https://www.e-manuscripta.ch/i3f/v20/1986407/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2567,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/176]",,SLA-Schwarzenbach-A-5-17/176,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Weisses Gebäude mit Zufahrtsweg,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275071,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-176.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73463,https://www.e-manuscripta.ch/i3f/v20/1986412/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2568,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/177]",,SLA-Schwarzenbach-A-5-17/177,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Hauptgebäude mit Parkanlage,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275072,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-177.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73464,https://www.e-manuscripta.ch/i3f/v20/1986416/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2569,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/178]",,SLA-Schwarzenbach-A-5-17/178,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Hauptgebäude mit Parkanlage,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Schwedischer Herrenhof¦Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275073,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-178.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73465,https://www.e-manuscripta.ch/i3f/v20/1986420/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2570,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/181]",,SLA-Schwarzenbach-A-5-17/181,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Parkanlage,Schwed. Herrenhaus,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]¦Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.",nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275076,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-181.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73466,https://www.e-manuscripta.ch/i3f/v20/1986425/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2571,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/182]",,SLA-Schwarzenbach-A-5-17/182,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Holzhütte im Wald,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275077,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-182.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73467,https://www.e-manuscripta.ch/i3f/v20/1986429/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2572,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/183]",,SLA-Schwarzenbach-A-5-17/183,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen","Weisses Gebäude, davor Baumallee","Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275078,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-183.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73468,https://www.e-manuscripta.ch/i3f/v20/1986433/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_2573,"Schweden, Ingarö: Herrenhof Beatalund, Juli 1932 [SLA-Schwarzenbach-A-5-17/184]",,SLA-Schwarzenbach-A-5-17/184,"Schweden, Ingarö: Herrenhof Beatalund",Juli 1932,1932-07,Moskaureise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Waldweg,"Herrenhof Beatalund¦(Schweden, 1932) [Legende auf Umschlag]",Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Quadratisch,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=275079,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Schweden%2C_Ingar%C3%B6-_Herrenhof_Beatalund_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-17-184.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-73469,https://www.e-manuscripta.ch/i3f/v20/1986438/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_0001,"Spanien: Menschen, 1933 [SLA-Schwarzenbach-A-5-01/001]",,SLA-Schwarzenbach-A-5-01/001,Spanien: Menschen,1933,1933,Spanienreise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Männer beim Pelota (Ball) spielen,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=160952,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Spanien-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-01-001.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-72932,https://www.e-manuscripta.ch/i3f/v20/1983943/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_0002,"Spanien, Gerona: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/002]",,SLA-Schwarzenbach-A-5-01/002,"Spanien, Gerona: Stadtansicht",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ansicht der Stadt Gerona,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96569,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0003,"Spanien, Gerona: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/003]",,SLA-Schwarzenbach-A-5-01/003,"Spanien, Gerona: Stadtansicht",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Ansicht der Stadt Gerona,Gerona,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96570,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0004,"Spanien, Gerona: Porträt, 1933 [SLA-Schwarzenbach-A-5-01/004]",,SLA-Schwarzenbach-A-5-01/004,"Spanien, Gerona: Porträt",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)","Schwarzenbach, Annemarie (1908-1942)","schwarz-weiss, nicht aufgezogen",Annemarie Schwarzenbach auf der Brücke von Gerona,Gerona,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96571,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0005,"Spanien, Gerona: Menschen, 1933 [SLA-Schwarzenbach-A-5-01/005]",,SLA-Schwarzenbach-A-5-01/005,"Spanien, Gerona: Menschen",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Junges Mädchen mit Blume in der Hand,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96572,,,,Schweizerisches Literaturarchiv (SLA),,"Sykora, Ausser Kurs 1998, S. 215-217.",
image_0006,"Spanien, Gerona: Menschen, 1933 [SLA-Schwarzenbach-A-5-01/006]",,SLA-Schwarzenbach-A-5-01/006,"Spanien, Gerona: Menschen",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Fischender Mann mit Kind und zwei Hunden,Gerona,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96573,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0007,"Spanien, San Cugat: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/008]",,SLA-Schwarzenbach-A-5-01/008,"Spanien, San Cugat: Stadtansicht",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)",,"schwarz-weiss, nicht aufgezogen",Kloster von San Cugat,San Cugat,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96575,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0008,"Spanien, San Cugat: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/009]",,SLA-Schwarzenbach-A-5-01/009,"Spanien, San Cugat: Stadtansicht",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)","Schwarzenbach, Annemarie (1908-1942)","schwarz-weiss, nicht aufgezogen",Annemarie Schwarzenbach beim Betrachten antiker Überreste in San Cugat,San Cugat,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96576,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0009,"Spanien, San Cugat: Porträt, 1933 [SLA-Schwarzenbach-A-5-01/010]",,SLA-Schwarzenbach-A-5-01/010,"Spanien, San Cugat: Porträt",1933,1933,Spanienreise,"Breslauer, Marianne (1909-2001)","Schwarzenbach, Annemarie (1908-1942)","schwarz-weiss, nicht aufgezogen",Annemarie Schwarzenbach beim Schreiben auf einer römischen Säule (San Cugat),San Cugat,(c) Fotostiftung Schweiz. Die Fotos von Marianne Breslauer werden mit freundlicher Genehmigung der Fotostiftung Schweiz angezeigt.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96577,,,,Schweizerisches Literaturarchiv (SLA),,,
image_0010,"Spanien, San Cugat: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/011]",,SLA-Schwarzenbach-A-5-01/011,"Spanien, San Cugat: Stadtansicht",1933,1933,Spanienreise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Antike Überreste in San Cugat,San Cugat,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96578,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Spanien%2C_San_Cugat-_Stadtansicht_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-01-011.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-75293,https://www.e-manuscripta.ch/i3f/v20/1994842/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_0011,"Spanien, Barcelona: Stadtansicht, 1933 [SLA-Schwarzenbach-A-5-01/012]",,SLA-Schwarzenbach-A-5-01/012,"Spanien, Barcelona: Stadtansicht",1933,1933,Spanienreise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Gänse neben Bassin,Barcelon,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Vertikal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96579,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Spanien%2C_Barcelona-_Stadtansicht_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-01-012.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-75294,https://www.e-manuscripta.ch/i3f/v20/1994847/manifest,Schweizerisches Literaturarchiv (SLA),,,
image_0012,"Spanien, Barcelona: Menschen, 1933 [SLA-Schwarzenbach-A-5-01/013]",,SLA-Schwarzenbach-A-5-01/013,"Spanien, Barcelona: Menschen",1933,1933,Spanienreise,"Schwarzenbach, Annemarie (1908-1942)",,"schwarz-weiss, nicht aufgezogen",Zwei Frauen am Strand,Nutten in San Séb. - Barcelona,Die Fotografien von Annemarie Schwarzenbach sind gemeinfrei.,nicht signiert,nicht gestempelt,Horizontal,Rechteckig,https://www.helveticarchives.ch/detail.aspx?ID=96758,https://commons.wikimedia.org/wiki/File%3ACH-NB_-_Spanien%2C_Barcelona-_Menschen_-_Annemarie_Schwarzenbach_-_SLA-Schwarzenbach-A-5-01-013.jpg,https://www.e-manuscripta.ch/doi/10.7891/e-manuscripta-75295,https://www.e-manuscripta.ch/i3f/v20/1994852/manifest,Schweizerisches Literaturarchiv (SLA),,,
